PERIOD,SystemCostPerYear_Real,SystemDemandPerYear_MWh,EnergyCostReal_per_MWh
2020,1915070510.4325001,30550324.752947997,62.68576605712522
2025,1941672496.7418158,30550324.752947997,63.55652558339666
2030,1951007120.8805013,30550324.752947997,63.86207468031043
2035,2035343402.197277,30550324.752947997,66.62264374131976
