load_zone,period,timepoint_label,Coal,Wind,Solar,PV1,PV10,PV11,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,wind1,wind10,wind11,wind2,wind3,wind4,wind5,wind6,wind7,wind8,wind9,curtail_Wind,curtail_Solar,ZoneTotalCentralDispatch,TXPowerNet,CogenZonalOutput,WithdrawFromCentralGrid,zone_demand_mw,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
inside_lvliang,2020,20200100,2868.7426812515923,43.793104383152944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35412660027965,3.948868055145652,0.0,1.4901097277276427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.97485394401153,0.0,2912.5357856347455,-1099.9648011263644,765.6085117957377,2578.179496304119,2441.535983,0.0,0.0,0.0,typical
inside_lvliang,2020,20200101,2868.7426812515923,92.26803786899433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.95851203645192,3.8143380083148286,1.9217512828188987,1.4145446309209815,0.0,3.482780409503157,0.0,0.0,10.130823269226852,13.530716840373538,20.01457139138413,106.86167675546446,0.0,2961.0107191205857,-1099.9648011263644,698.7027493764214,2559.7486673706444,2424.081988,0.0,0.0,0.0,typical
inside_lvliang,2020,20200102,2868.7426812515923,152.90212420202496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.38249080005643,0.0,1.8868314453336679,1.317202212746712,53.44483645798411,3.246260084785035,0.0,13.972614398060928,9.694806492085204,13.41780429500928,19.5392780159636,39.2616244707259,0.0,3021.6448054536177,-1099.9648011263644,608.859389548143,2530.5393938753964,2396.420806,0.0,0.0,0.0,typical
inside_lvliang,2020,20200103,2868.7426812515923,149.2068714721564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.806469563660954,0.0,1.8519116078484372,1.2198597703581995,51.45332598388361,3.009739704564407,34.10851052201568,13.498264604881516,9.258789714943557,0.0,0.0,35.99091166860014,0.0,3017.9495527237486,-1099.9648011263644,578.3510646644953,2496.3358162618797,2364.030018,0.0,0.0,0.0,typical
inside_lvliang,2020,20200104,2868.7426812515923,178.2318174139937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.23044850740256,3.5258836467678716,1.8169917703632066,1.1225173279696872,49.4618155097831,2.7732193243437786,32.67358277950098,13.023914811702102,8.82277293780191,13.191979533235937,18.588691265122538,3.9968028886505635e-15,0.0,3046.9744986655855,-1099.9648011263644,519.9207713097752,2466.930468848997,2336.183154,0.0,0.0,0.0,typical
inside_lvliang,2020,20200105,2868.7426812515923,90.82501929437281,15.161876676136751,3.1972250782687275,0.0,0.0020134933314264456,0.0,6.129434265930173,1.1018978338953356,3.5335115956662304,0.0018705604699258496,0.8431270162607954,0.0,0.35279683231413606,32.15217596436621,3.4569429012988144,1.7465518334100578,0.0,0.0,0.0,32.01723900999491,12.763033411300485,8.689076174002333,0.0,0.0,83.02694949726185,3.27781953703851,2974.729577222102,-1099.9648011263644,594.9107107046849,2469.6754868004227,2338.782686,0.0,0.0,0.0,typical
inside_lvliang,2020,20200106,2868.7426812515923,77.12877990707808,34.675596713817484,6.394450156537455,2.9926903715268622,0.004026986662852891,0.0037943611122945343,12.258868531860346,0.0,7.067023191332461,0.003741120939851699,1.6862540785285292,3.559154250688564,0.7055936646282721,0.0,0.0,1.6761119129204851,1.1004852485540129,0.0,2.7009565036614145,31.360895240488844,0.0,8.555379321505075,14.14221998927409,17.592731690674164,92.34334086044444,2.2037956046169613,2980.547057872488,-1099.9648011263644,644.0694085125891,2524.651665258712,2390.845127,0.0,0.0,0.0,typical
inside_lvliang,2020,20200107,2868.7426812515923,99.98355914073247,36.9190537121021,9.591675234806184,4.489035557290294,0.0,0.0,0.0,3.3056934385123005,10.60053478699869,0.005611681409777548,2.5293810947893247,5.338731421353113,1.0583904969424083,0.0,0.0,1.6056719924309122,0.0,43.338016925356875,2.664825093320232,0.0,12.241270698843424,8.42168246900782,14.617340135054375,17.094751826718817,65.10871299632886,18.400034819507617,3005.645294104427,-1099.9648011263644,727.0719389121177,2632.75243189018,2493.216553,0.0,0.0,0.0,typical
inside_lvliang,2020,20200108,2868.7426812515923,96.52938378336778,65.37218515844596,31.483658892706465,14.3948685944822,0.0,0.018212414447331193,0.0,0.0,8.173517995998509,0.0181940236445074,7.889821130502516,0.0,3.39391210666444,34.88135741732017,4.13732564834522,1.9119167162762682,0.0,51.855764215456176,3.7430197859699534,0.0,0.0,0.0,0.0,0.0,104.74917569573378,108.9554487560924,3030.6442501934057,-1099.9648011263644,699.9217325591463,2630.601181626188,2491.179319,0.0,0.0,0.0,typical
inside_lvliang,2020,20200109,2868.7426812515923,150.0288375990199,198.64333501701216,53.349158425842575,24.288377071240003,0.031745320139304575,0.0,97.37576272330305,17.841002651787104,0.0,0.030760898984263756,0.0,0.0,5.726527925715854,0.0,0.0,0.0,0.0,60.611466174962636,0.0,45.50421117939415,19.566552680198132,0.0,0.0,24.346607564464993,88.20396467926767,94.539673438464,3217.4148538676245,-1099.9648011263644,548.1500950940091,2665.6001478352696,2524.32334,0.0,0.0,0.0,typical
