PERIOD,SystemCostPerYear_Real,SystemDemandPerYear_MWh,EnergyCostReal_per_MWh
2020,2439169213.579765,30550324.752947997,79.84102405799774
2025,2468619388.271278,30550324.752947997,80.80501298216363
2030,2471730997.641087,30550324.752947997,80.90686490665124
2035,2470418721.7792406,30550324.752947997,80.86391034323961
