scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035
,0.0,30648967852.62966,0.08050168026387383,0.07984102405799776,0.08080501298216362,0.08090686490665122,0.0808639103432396
