load_zone,period,Coal,Wind,Solar,TXPowerNet,CogenZonalOutput
inside_lvliang,2020,25147.39834385145,1067.7125372715343,1137.9212167830206,-9642.291446673713,5292.770175534332
inside_lvliang,2025,25476.54403848595,1232.909353538671,991.8246806515411,-9642.291446673713,4944.5242007642
inside_lvliang,2030,25539.367900641413,1068.4453727539124,987.5314915869398,-9642.291446673713,5050.457508458034
inside_lvliang,2035,25514.212396552244,1149.4202008910013,837.8968031525039,-9642.291446673713,5144.272872844563
outside_lvliang,2020,0.0,0,0,9256.599788806756,0.0
outside_lvliang,2025,0.0,0,0,9256.599788806756,0.0
outside_lvliang,2030,0.0,0,0,9256.599788806756,0.0
outside_lvliang,2035,0.0,0,0,9256.599788806756,0.0
