GENERATION_PROJECT,timepoint,gen_max_capacity_factor
w6,70,0.168378952
w6,71,0.173686161
w6,72,0.169732837
w6,73,0.168699958
w6,74,0.165295012
w6,75,0.158885509
w6,76,0.152476006
w6,77,0.146066502
w6,78,0.145245474
w6,79,0.144424446
w6,80,0.143603418
w6,81,0.179913794
w6,82,0.21582416
w6,83,0.251035264
w6,84,0.267523042
w6,85,0.284010821
w6,86,0.300498599
w6,87,0.278580654
w6,88,0.256662708
w6,89,0.234744762
w6,90,0.212987682
w6,91,0.191230601
w6,92,0.169473521
w6,93,0.17148563
w6,94,0.17349774
w6,95,0.175509849
w6,96,0.172104903
w7,1,0.118437909
w7,2,0.114217454
w7,3,0.109301691
w7,4,0.104385928
w7,5,0.099470165
w7,6,0.097962834
w7,7,0.096455502
w7,8,0.09494817
w7,9,0.120511422
w7,10,0.146635429
w7,11,0.17227955
w7,12,0.184491158
w7,13,0.196702765
w7,14,0.208914373
w7,15,0.193795625
w7,16,0.178676877
w7,17,0.163558129
w7,18,0.145404942
w7,19,0.127251754
w7,20,0.109098567
w7,21,0.115025317
w7,22,0.120952068
w7,23,0.126878819
w7,24,0.122658364
w7,25,0.129771211
w7,26,0.126298484
w7,27,0.119389723
w7,28,0.112480962
w7,29,0.105572201
w7,30,0.107412009
w7,31,0.109251817
w7,32,0.111091626
w7,33,0.136277084
w7,34,0.161153096
w7,35,0.186371349
w7,36,0.196309788
w7,37,0.206248226
w7,38,0.216186665
w7,39,0.202071028
w7,40,0.187955391
w7,41,0.173839754
w7,42,0.155275309
w7,43,0.136710864
w7,44,0.118146418
w7,45,0.1243365
w7,46,0.130526582
w7,47,0.136716664
w7,48,0.133243937
w7,49,0.121600573
w7,50,0.119044718
w7,51,0.113428725
w7,52,0.107812732
w7,53,0.102196738
w7,54,0.102613986
w7,55,0.103031233
w7,56,0.10344848
w7,57,0.126902863
w7,58,0.15006909
w7,59,0.173779814
w7,60,0.184934102
w7,61,0.196088389
w7,62,0.207242676
w7,63,0.193404853
w7,64,0.179567031
w7,65,0.165729208
w7,66,0.146028752
w7,67,0.126328297
w7,68,0.106627842
w7,69,0.113322656
w7,70,0.120017471
w7,71,0.126712285
w7,72,0.124156429
w7,73,0.12166704
w7,74,0.120187054
w7,75,0.117001665
w7,76,0.113816276
w7,77,0.110630887
w7,78,0.107470792
w7,79,0.104310697
w7,80,0.101150602
w7,81,0.125703529
w7,82,0.1499747
w7,83,0.173761855
w7,84,0.183416979
w7,85,0.193072103
w7,86,0.202727228
w7,87,0.188296755
w7,88,0.173866281
w7,89,0.159435808
w7,90,0.140453802
w7,91,0.121471795
w7,92,0.102489789
w7,93,0.109868864
w7,94,0.117247938
w7,95,0.124627012
w7,96,0.123147026
w8,1,0.083180706
w8,2,0.082264808
w8,3,0.081578316
w8,4,0.080891825
w8,5,0.080205334
w8,6,0.083093996
w8,7,0.085982659
w8,8,0.088871321
w8,9,0.10897391
w8,10,0.129580342
w8,11,0.149769588
w8,12,0.154782519
w8,13,0.159795451
w8,14,0.164808382
w8,15,0.154990042
w8,16,0.145171701
w8,17,0.135353361
w8,18,0.118992604
w8,19,0.102631847
w8,20,0.086271091
w8,21,0.085851562
w8,22,0.085432033
w8,23,0.085012504
w8,24,0.084096605
w8,25,0.083313999
w8,26,0.082974537
w8,27,0.082495133
w8,28,0.082015729
w8,29,0.081536325
w8,30,0.085760235
w8,31,0.089984145
w8,32,0.094208055
w8,33,0.115090503
w8,34,0.135710533
w8,35,0.157107203
w8,36,0.160496034
w8,37,0.163884866
w8,38,0.167273698
w8,39,0.159292482
w8,40,0.151311266
w8,41,0.143330051
w8,42,0.12378876
w8,43,0.104247469
w8,44,0.084706178
w8,45,0.084468426
w8,46,0.084230674
w8,47,0.083992922
w8,48,0.083653461
w8,49,0.083560841
w8,50,0.08496928
w8,51,0.083117756
w8,52,0.081266233
w8,53,0.079414709
w8,54,0.082312902
w8,55,0.085211094
w8,56,0.088109286
w8,57,0.105755652
w8,58,0.123353361
w8,59,0.14139421
w8,60,0.147426376
w8,61,0.153458542
w8,62,0.159490707
w8,63,0.150696664
w8,64,0.14190262
w8,65,0.133108576
w8,66,0.115578779
w8,67,0.098048982
w8,68,0.080519186
w8,69,0.080594112
w8,70,0.080669037
w8,71,0.080743963
w8,72,0.082152402
w8,73,0.080624268
w8,74,0.083239375
w8,75,0.082858566
w8,76,0.082477757
w8,77,0.082096948
w8,78,0.083531773
w8,79,0.084966598
w8,80,0.086401423
w8,81,0.10522069
w8,82,0.123841618
w8,83,0.142066817
w8,84,0.148703623
w8,85,0.155340429
w8,86,0.161977235
w8,87,0.150582484
w8,88,0.139187734
w8,89,0.127792983
w8,90,0.10969395
w8,91,0.091594916
w8,92,0.073495882
w8,93,0.074128606
w8,94,0.074761329
w8,95,0.075394052
w8,96,0.07800916
w9,1,0.134612805
w9,2,0.1304201
w9,3,0.127322966
w9,4,0.124225832
w9,5,0.121128698
w9,6,0.117883733
w9,7,0.114638769
w9,8,0.111393804
w9,9,0.135030474
w9,10,0.158648763
w9,11,0.181845963
w9,12,0.193084448
w9,13,0.204322933
w9,14,0.215561418
w9,15,0.205327253
w9,16,0.195093088
w9,17,0.184858924
w9,18,0.1703749
w9,19,0.155890875
w9,20,0.141406851
w9,21,0.141937306
w9,22,0.14246776
w9,23,0.142998214
w9,24,0.13880551
w9,25,0.134934412
w9,26,0.129827205
w9,27,0.127091501
w9,28,0.124355798
w9,29,0.121620094
w9,30,0.121675493
w9,31,0.121730891
w9,32,0.12178629
w9,33,0.150155478
w9,34,0.178185428
w9,35,0.206767056
w9,36,0.213602213
w9,37,0.220437371
w9,38,0.227272529
w9,39,0.218004944
w9,40,0.208737359
w9,41,0.199469775
w9,42,0.183364155
w9,43,0.167258536
w9,44,0.151152917
w9,45,0.149151554
w9,46,0.14715019
w9,47,0.145148827
w9,48,0.14004162
w9,49,0.139241354
w9,50,0.135698999
w9,51,0.128918417
w9,52,0.122137834
w9,53,0.115357252
w9,54,0.116644837
w9,55,0.117932423
w9,56,0.119220008
w9,57,0.140161287
w9,58,0.160813976
w9,59,0.182070398
w9,60,0.192484593
w9,61,0.202898789
w9,62,0.213312985
w9,63,0.203163501
w9,64,0.193014018
w9,65,0.182864534
w9,66,0.16994919
w9,67,0.157033846
w9,68,0.144118502
w9,69,0.144854356
w9,70,0.145590211
w9,71,0.146326065
w9,72,0.14278371
w9,73,0.134148841
w9,74,0.131967456
w9,75,0.126437068
w9,76,0.120906679
w9,77,0.115376291
w9,78,0.115877318
w9,79,0.116378346
w9,80,0.116879373
w9,81,0.137676207
w9,82,0.15817826
w9,83,0.178395625
w9,84,0.190457661
w9,85,0.202519696
w9,86,0.214581732
w9,87,0.202984556
w9,88,0.191387381
w9,89,0.179790205
w9,90,0.167249676
w9,91,0.154709146
w9,92,0.142168617
w9,93,0.140949615
w9,94,0.139730613
w9,95,0.138511611
w9,96,0.136330226
w10,1,0.098838228
w10,2,0.095471007
w10,3,0.093064384
w10,4,0.09065776
w10,5,0.088251136
w10,6,0.086525583
w10,7,0.084800031
w10,8,0.083074478
w10,9,0.103555229
w10,10,0.123990174
w10,11,0.144023939
w10,12,0.153594958
w10,13,0.163165978
w10,14,0.172736998
w10,15,0.163233641
w10,16,0.153730283
w10,17,0.144226926
w10,18,0.130912734
w10,19,0.117598542
w10,20,0.10428435
w10,21,0.10471379
w10,22,0.10514323
w10,23,0.105572669
w10,24,0.102205449
w10,25,0.099131124
w10,26,0.095072628
w10,27,0.092898568
w10,28,0.090724508
w10,29,0.088550448
w10,30,0.08919347
w10,31,0.089836491
w10,32,0.090479513
w10,33,0.115361813
w10,34,0.139992082
w10,35,0.165099109
w10,36,0.170997729
w10,37,0.176896349
w10,38,0.18279497
w10,39,0.174266037
w10,40,0.165737105
w10,41,0.157208173
w10,42,0.142225819
w10,43,0.127243465
w10,44,0.112261111
w10,45,0.110590113
w10,46,0.108919115
w10,47,0.107248118
w10,48,0.103189621
w10,49,0.103458721
w10,50,0.100542003
w10,51,0.094808871
w10,52,0.08907574
w10,53,0.083342609
w10,54,0.084878225
w10,55,0.086413842
w10,56,0.087949458
w10,57,0.106897204
w10,58,0.125599965
w10,59,0.144819285
w10,60,0.153605665
w10,61,0.162392046
w10,62,0.171178427
w10,63,0.161999239
w10,64,0.152820051
w10,65,0.143640863
w10,66,0.131677418
w10,67,0.119713973
w10,68,0.107750529
w10,69,0.108264405
w10,70,0.108778282
w10,71,0.109292158
w10,72,0.10637544
w10,73,0.098370781
w10,74,0.096725792
w10,75,0.092167909
w10,76,0.087610026
w10,77,0.083052144
w10,78,0.084098031
w10,79,0.085143918
w10,80,0.086189805
w10,81,0.104181323
w10,82,0.121932758
w10,83,0.139409411
w10,84,0.149776227
w10,85,0.160143042
w10,86,0.170509858
w10,87,0.160189291
w10,88,0.149868724
w10,89,0.139548157
w10,90,0.128168515
w10,91,0.116788873
w10,92,0.105409231
w10,93,0.10415974
w10,94,0.102910249
w10,95,0.101660757
w10,96,0.100015769
w11,1,0.119651991
w11,2,0.116727452
w11,3,0.114606416
w11,4,0.11248538
w11,5,0.110364344
w11,6,0.106085812
w11,7,0.101807281
w11,8,0.09752875
w11,9,0.116130099
w11,10,0.134789813
w11,11,0.153023279
w11,12,0.16094644
w11,13,0.168869601
w11,14,0.176792762
w11,15,0.167220683
w11,16,0.157648604
w11,17,0.148076525
w11,18,0.140010722
w11,19,0.131944919
w11,20,0.123879116
w11,21,0.124419767
w11,22,0.124960418
w11,23,0.12550107
w11,24,0.12257653
w11,25,0.110471036
w11,26,0.106923177
w11,27,0.105339206
w11,28,0.103755235
w11,29,0.102171265
w11,30,0.102366056
w11,31,0.102560847
w11,32,0.102755637
w11,33,0.127092498
w11,34,0.151143132
w11,35,0.175566136
w11,36,0.179791274
w11,37,0.184016412
w11,38,0.18824155
w11,39,0.179649547
w11,40,0.171057543
w11,41,0.16246554
w11,42,0.150481602
w11,43,0.138497664
w11,44,0.126513726
w11,45,0.123531403
w11,46,0.120549079
w11,47,0.117566756
w11,48,0.114018896
w11,49,0.120219786
w11,50,0.118805203
w11,51,0.114308284
w11,52,0.109811364
w11,53,0.105314444
w11,54,0.103446243
w11,55,0.101578042
w11,56,0.099709841
w11,57,0.117924498
w11,58,0.135861413
w11,59,0.154482327
w11,60,0.162523498
w11,61,0.170564668
w11,62,0.178605839
w11,63,0.169635343
w11,64,0.160664848
w11,65,0.151694352
w11,66,0.14069993
w11,67,0.129705508
w11,68,0.118711086
w11,69,0.120157041
w11,70,0.121602996
w11,71,0.123048951
w11,72,0.121634368
w11,73,0.109677632
w11,74,0.108361734
w11,75,0.107105285
w11,76,0.105848837
w11,77,0.104592388
w11,78,0.103321718
w11,79,0.102051049
w11,80,0.100780379
w11,81,0.11755822
w11,82,0.134258092
w11,83,0.150782425
w11,84,0.160430583
w11,85,0.170078741
w11,86,0.179726898
w11,87,0.167805311
w11,88,0.155883724
w11,89,0.143962137
w11,90,0.135930068
w11,91,0.127897999
w11,92,0.11986593
w11,93,0.117347095
w11,94,0.114828261
w11,95,0.112309427
w11,96,0.110993529
s1,1,0
s1,2,0
s1,3,0
s1,4,0
s1,5,0
s1,6,0.016748653
s1,7,0.033497306
s1,8,0.050245959
s1,9,0.164927043
s1,10,0.27946939
s1,11,0.393141225
s1,12,0.466940435
s1,13,0.540739645
s1,14,0.614538855
s1,15,0.553667306
s1,16,0.492795758
s1,17,0.43192421
s1,18,0.314972208
s1,19,0.198020206
s1,20,0.081068204
s1,21,0.054045469
s1,22,0.027022735
s1,23,0
s1,24,0
s1,25,0
s1,26,0
s1,27,0
s1,28,0
s1,29,0
s1,30,0.014389338
s1,31,0.028778675
s1,32,0.043168013
s1,33,0.147856633
s1,34,0.2524256
s1,35,0.356779046
s1,36,0.429782075
s1,37,0.502785103
s1,38,0.575788132
s1,39,0.518765014
s1,40,0.461741896
s1,41,0.404718778
s1,42,0.295209808
s1,43,0.185700839
s1,44,0.076191869
s1,45,0.05079458
s1,46,0.02539729
s1,47,0
s1,48,0
s1,49,0
s1,50,0
s1,51,0
s1,52,0
s1,53,0
s1,54,0.015393398
s1,55,0.030786797
s1,56,0.046180195
s1,57,0.150131468
s1,58,0.253956111
s1,59,0.357507036
s1,60,0.427354708
s1,61,0.497202379
s1,62,0.56705005
s1,63,0.509548837
s1,64,0.452047623
s1,65,0.39454641
s1,66,0.288167483
s1,67,0.181788556
s1,68,0.075409629
s1,69,0.050273086
s1,70,0.025136543
s1,71,0
s1,72,0
s1,73,0
s1,74,0
s1,75,0
s1,76,0
s1,77,0
s1,78,0.01692995
s1,79,0.033859901
s1,80,0.050789851
s1,81,0.157753564
s1,82,0.264577469
s1,83,0.370573992
s1,84,0.444031108
s1,85,0.517488224
s1,86,0.590945339
s1,87,0.534098526
s1,88,0.477251713
s1,89,0.4204049
s1,90,0.307770351
s1,91,0.195135802
s1,92,0.082501253
s1,93,0.055000836
s1,94,0.027500418
s1,95,0
s1,96,0
s2,1,0
s2,2,0
s2,3,0
s2,4,0
s2,5,0
s2,6,0.017442349
s2,7,0.034884697
s2,8,0.052327046
s2,9,0.167441775
s2,10,0.28241184
s2,11,0.396533331
s2,12,0.469068024
s2,13,0.541602718
s2,14,0.614137412
s2,15,0.552751727
s2,16,0.491366043
s2,17,0.429980358
s2,18,0.313646459
s2,19,0.19731256
s2,20,0.080978661
s2,21,0.053985774
s2,22,0.026992887
s2,23,0
s2,24,0
s2,25,0
s2,26,0
s2,27,0
s2,28,0
s2,29,0
s2,30,0.014548772
s2,31,0.029097543
s2,32,0.043646315
s2,33,0.146966918
s2,34,0.25016668
s2,35,0.353151332
s2,36,0.426044812
s2,37,0.498938292
s2,38,0.571831772
s2,39,0.515109125
s2,40,0.458386479
s2,41,0.401663833
s2,42,0.292476838
s2,43,0.183289844
s2,44,0.074102849
s2,45,0.049401899
s2,46,0.02470095
s2,47,0
s2,48,0
s2,49,0
s2,50,0
s2,51,0
s2,52,0
s2,53,0
s2,54,0.015925458
s2,55,0.031850915
s2,56,0.047776373
s2,57,0.153478351
s2,58,0.259048861
s2,59,0.364270456
s2,60,0.434795311
s2,61,0.505320165
s2,62,0.57584502
s2,63,0.518112652
s2,64,0.460380283
s2,65,0.402647915
s2,66,0.293581946
s2,67,0.184515976
s2,68,0.075450007
s2,69,0.050300005
s2,70,0.025150002
s2,71,0
s2,72,0
s2,73,0
s2,74,0
s2,75,0
s2,76,0
s2,77,0
s2,78,0.017353866
s2,79,0.034707733
s2,80,0.052061599
s2,81,0.158105401
s2,82,0.264005799
s2,83,0.369180144
s2,84,0.442742991
s2,85,0.516305838
s2,86,0.589868685
s2,87,0.533441075
s2,88,0.477013464
s2,89,0.420585854
s2,90,0.307943833
s2,91,0.195301811
s2,92,0.082659789
s2,93,0.055106526
s2,94,0.027553263
s2,95,0
s2,96,0
s3,1,0
s3,2,0
s3,3,0
s3,4,0
s3,5,0
s3,6,0.017924313
s3,7,0.035848626
s3,8,0.053772939
s3,9,0.169339095
s3,10,0.284756076
s3,11,0.399294007
s3,12,0.472138301
s3,13,0.544982595
s3,14,0.617826889
s3,15,0.55485219
s3,16,0.491877491
s3,17,0.428902793
s3,18,0.313024418
s3,19,0.197146043
s3,20,0.081267669
s3,21,0.054178446
s3,22,0.027089223
s3,23,0
s3,24,0
s3,25,0
s3,26,0
s3,27,0
s3,28,0
s3,29,0
s3,30,0.014556491
s3,31,0.029112982
s3,32,0.043669473
s3,33,0.146369271
s3,34,0.248948131
s3,35,0.351304146
s3,36,0.42510605
s3,37,0.498907955
s3,38,0.572709859
s3,39,0.516716679
s3,40,0.4607235
s3,41,0.404730321
