GENERATION_PROJECT,timepoint,gen_max_capacity_factor
s3,42,0.294316156
s3,43,0.183901991
s3,44,0.073487826
s3,45,0.048991884
s3,46,0.024495942
s3,47,0
s3,48,0
s3,49,0
s3,50,0
s3,51,0
s3,52,0
s3,53,0
s3,54,0.015968272
s3,55,0.031936545
s3,56,0.047904817
s3,57,0.152448537
s3,58,0.256860088
s3,59,0.360887718
s3,60,0.434994161
s3,61,0.509100604
s3,62,0.583207046
s3,63,0.524716186
s3,64,0.466225325
s3,65,0.407734464
s3,66,0.297280564
s3,67,0.186826664
s3,68,0.076372764
s3,69,0.050915176
s3,70,0.025457588
s3,71,0
s3,72,0
s3,73,0
s3,74,0
s3,75,0
s3,76,0
s3,77,0
s3,78,0.017330145
s3,79,0.03466029
s3,80,0.051990436
s3,81,0.157664435
s3,82,0.263194755
s3,83,0.368045673
s3,84,0.44309183
s3,85,0.518137986
s3,86,0.593184142
s3,87,0.535163251
s3,88,0.477142359
s3,89,0.419121467
s3,90,0.306956872
s3,91,0.194792277
s3,92,0.082627681
s3,93,0.055085121
s3,94,0.02754256
s3,95,0
s3,96,0
s4,1,0
s4,2,0
s4,3,0
s4,4,0
s4,5,0
s4,6,0.017442349
s4,7,0.034884697
s4,8,0.052327046
s4,9,0.167441775
s4,10,0.28241184
s4,11,0.396533331
s4,12,0.469068024
s4,13,0.541602718
s4,14,0.614137412
s4,15,0.552751727
s4,16,0.491366043
s4,17,0.429980358
s4,18,0.313646459
s4,19,0.19731256
s4,20,0.080978661
s4,21,0.053985774
s4,22,0.026992887
s4,23,0
s4,24,0
s4,25,0
s4,26,0
s4,27,0
s4,28,0
s4,29,0
s4,30,0.014548772
s4,31,0.029097543
s4,32,0.043646315
s4,33,0.146966918
s4,34,0.25016668
s4,35,0.353151332
s4,36,0.426044812
s4,37,0.498938292
s4,38,0.571831772
s4,39,0.515109125
s4,40,0.458386479
s4,41,0.401663833
s4,42,0.292476838
s4,43,0.183289844
s4,44,0.074102849
s4,45,0.049401899
s4,46,0.02470095
s4,47,0
s4,48,0
s4,49,0
s4,50,0
s4,51,0
s4,52,0
s4,53,0
s4,54,0.015925458
s4,55,0.031850915
s4,56,0.047776373
s4,57,0.153478351
s4,58,0.259048861
s4,59,0.364270456
s4,60,0.434795311
s4,61,0.505320165
s4,62,0.57584502
s4,63,0.518112652
s4,64,0.460380283
s4,65,0.402647915
s4,66,0.293581946
s4,67,0.184515976
s4,68,0.075450007
s4,69,0.050300005
s4,70,0.025150002
s4,71,0
s4,72,0
s4,73,0
s4,74,0
s4,75,0
s4,76,0
s4,77,0
s4,78,0.017353866
s4,79,0.034707733
s4,80,0.052061599
s4,81,0.158105401
s4,82,0.264005799
s4,83,0.369180144
s4,84,0.442742991
s4,85,0.516305838
s4,86,0.589868685
s4,87,0.533441075
s4,88,0.477013464
s4,89,0.420585854
s4,90,0.307943833
s4,91,0.195301811
s4,92,0.082659789
s4,93,0.055106526
s4,94,0.027553263
s4,95,0
s4,96,0
s5,1,0
s5,2,0
s5,3,0
s5,4,0
s5,5,0
s5,6,0.018780512
s5,7,0.037561024
s5,8,0.056341536
s5,9,0.172506688
s5,10,0.288515366
s5,11,0.40376305
s5,12,0.474569431
s5,13,0.545375813
s5,14,0.616182194
s5,15,0.551682804
s5,16,0.487183413
s5,17,0.422684022
s5,18,0.308448556
s5,19,0.194213091
s5,20,0.079977625
s5,21,0.053318417
s5,22,0.026659208
s5,23,0
s5,24,0
s5,25,0
s5,26,0
s5,27,0
s5,28,0
s5,29,0
s5,30,0.015023592
s5,31,0.030047184
s5,32,0.045070776
s5,33,0.148312528
s5,34,0.251429424
s5,35,0.354301163
s5,36,0.426998776
s5,37,0.499696388
s5,38,0.572394001
s5,39,0.514773287
s5,40,0.457152573
s5,41,0.399531859
s5,42,0.290426642
s5,43,0.181321424
s5,44,0.072216206
s5,45,0.048144137
s5,46,0.024072069
s5,47,0
s5,48,0
s5,49,0
s5,50,0
s5,51,0
s5,52,0
s5,53,0
s5,54,0.016771957
s5,55,0.033543915
s5,56,0.050315872
s5,57,0.155625998
s5,58,0.26079706
s5,59,0.365185172
s5,60,0.437923676
s5,61,0.510662181
s5,62,0.583400685
s5,63,0.525292689
s5,64,0.467184694
s5,65,0.409076699
s5,66,0.298359347
s5,67,0.187641995
s5,68,0.076924644
s5,69,0.051283096
s5,70,0.025641548
s5,71,0
s5,72,0
s5,73,0
s5,74,0
s5,75,0
s5,76,0
s5,77,0
s5,78,0.018004973
s5,79,0.036009946
s5,80,0.054014919
s5,81,0.160509201
s5,82,0.266854012
s5,83,0.372460604
s5,84,0.445407856
s5,85,0.518355109
s5,86,0.591302361
s5,87,0.532501238
s5,88,0.473700116
s5,89,0.414898993
s5,90,0.303608318
s5,91,0.192317644
s5,92,0.081026969
s5,93,0.054017979
s5,94,0.02700899
s5,95,0
s5,96,0
s6,1,0
s6,2,0
s6,3,0
s6,4,0
s6,5,0
s6,6,0.017152746
s6,7,0.034305492
s6,8,0.051458238
s6,9,0.166836342
s6,10,0.282072617
s6,11,0.396457935
s6,12,0.467623166
s6,13,0.538788397
s6,14,0.609953628
s6,15,0.546168876
s6,16,0.482384124
s6,17,0.418599372
s6,18,0.304288877
s6,19,0.189978381
s6,20,0.075667885
s6,21,0.050445257
s6,22,0.025222628
s6,23,0
s6,24,0
s6,25,0
s6,26,0
s6,27,0
s6,28,0
s6,29,0
s6,30,0.0140723
s6,31,0.028144601
s6,32,0.042216901
s6,33,0.145258369
s6,34,0.248182833
s6,35,0.350921092
s6,36,0.422706812
s6,37,0.494492532
s6,38,0.566278252
s6,39,0.508124944
s6,40,0.449971636
s6,41,0.391818329
s6,42,0.284693841
s6,43,0.177569353
s6,44,0.070444865
s6,45,0.046963244
s6,46,0.023481622
s6,47,0
s6,48,0
s6,49,0
s6,50,0
s6,51,0
s6,52,0
s6,53,0
s6,54,0.015764799
s6,55,0.031529597
s6,56,0.047294396
s6,57,0.151852955
s6,58,0.256281796
s6,59,0.360235889
s6,60,0.429037119
s6,61,0.497838349
s6,62,0.566639579
s6,63,0.507047252
s6,64,0.447454924
s6,65,0.387862596
s6,66,0.282507131
s6,67,0.177151667
s6,68,0.071796203
s6,69,0.047864135
s6,70,0.023932068
s6,71,0
s6,72,0
s6,73,0
s6,74,0
s6,75,0
s6,76,0
s6,77,0
s6,78,0.017016445
s6,79,0.03403289
s6,80,0.051049335
s6,81,0.157120093
s6,82,0.263050804
s6,83,0.368210742
s6,84,0.441241865
s6,85,0.514272988
s6,86,0.587304111
s6,87,0.529084708
s6,88,0.470865305
s6,89,0.412645902
s6,90,0.301282223
s6,91,0.189918544
s6,92,0.078554864
s6,93,0.05236991
s6,94,0.026184955
s6,95,0
s6,96,0
s7,1,0
s7,2,0
s7,3,0
s7,4,0
s7,5,0
s7,6,0.018326084
s7,7,0.036652169
s7,8,0.054978253
s7,9,0.171491984
s7,10,0.287853252
s7,11,0.403312549
s7,12,0.473243082
s7,13,0.543173614
s7,14,0.613104147
s7,15,0.547383972
s7,16,0.481663798
s7,17,0.415943623
s7,18,0.302973601
s7,19,0.190003579
s7,20,0.077033556
s7,21,0.051355704
s7,22,0.025677852
s7,23,0
s7,24,0
s7,25,0
s7,26,0
s7,27,0
s7,28,0
s7,29,0
s7,30,0.014620878
s7,31,0.029241755
s7,32,0.043862633
s7,33,0.146966089
s7,34,0.249948214
s7,35,0.352716855
s7,36,0.423735794
s7,37,0.494754733
s7,38,0.565773672
s7,39,0.507627815
s7,40,0.449481958
s7,41,0.391336102
s7,42,0.283794745
s7,43,0.176253388
s7,44,0.06871203
s7,45,0.04580802
s7,46,0.02290401
s7,47,0
s7,48,0
s7,49,0
s7,50,0
s7,51,0
s7,52,0
s7,53,0
s7,54,0.016273491
s7,55,0.032546983
s7,56,0.048820474
s7,57,0.153580155
s7,58,0.25820549
s7,59,0.362262327
s7,60,0.434028506
s7,61,0.505794684
s7,62,0.577560863
s7,63,0.51798619
s7,64,0.458411518
s7,65,0.398836845
s7,66,0.290140323
s7,67,0.181443801
s7,68,0.072747279
s7,69,0.048498186
s7,70,0.024249093
s7,71,0
s7,72,0
s7,73,0
s7,74,0
s7,75,0
s7,76,0
s7,77,0
s7,78,0.017716254
s7,79,0.035432509
s7,80,0.053148763
s7,81,0.159582479
s7,82,0.265869647
s7,83,0.371411575
s7,84,0.444339372
s7,85,0.517267169
s7,86,0.590194966
s7,87,0.529954326
s7,88,0.469713687
s7,89,0.409473048
s7,90,0.299143526
s7,91,0.188814005
s7,92,0.078484483
s7,93,0.052322989
s7,94,0.026161494
s7,95,0
s7,96,0
s8,1,0
s8,2,0
s8,3,0
s8,4,0
s8,5,0
s8,6,0.019633348
s8,7,0.039266695
s8,8,0.058900043
s8,9,0.178373386
s8,10,0.297683416
s8,11,0.416141589
s8,12,0.486268448
s8,13,0.556395308
s8,14,0.626522167
s8,15,0.556884107
s8,16,0.487246046
s8,17,0.417607985
s8,18,0.303532479
s8,19,0.189456973
s8,20,0.075381467
s8,21,0.050254312
s8,22,0.025127156
s8,23,0
s8,24,0
s8,25,0
s8,26,0
s8,27,0
s8,28,0
s8,29,0
s8,30,0.01534803
s8,31,0.03069606
s8,32,0.04604409
s8,33,0.150403631
s8,34,0.2546359
s8,35,0.358649428
s8,36,0.430320341
s8,37,0.501991254
s8,38,0.573662167
s8,39,0.512512792
s8,40,0.451363417
s8,41,0.390214042
s8,42,0.282417363
s8,43,0.174620684
s8,44,0.066824005
s8,45,0.044549337
s8,46,0.022274668
s8,47,0
s8,48,0
s8,49,0
s8,50,0
s8,51,0
s8,52,0
s8,53,0
s8,54,0.017225131
s8,55,0.034450262
s8,56,0.051675393
s8,57,0.159923667
s8,58,0.268030191
s8,59,0.375321328
s8,60,0.446193093
s8,61,0.517064857
s8,62,0.587936621
s8,63,0.527105001
s8,64,0.466273381
s8,65,0.40544176
s8,66,0.29507614
s8,67,0.18471052
s8,68,0.0743449
s8,69,0.049563267
s8,70,0.024781633
s8,71,0
s8,72,0
s8,73,0
s8,74,0
s8,75,0
s8,76,0
s8,77,0
s8,78,0.018849857
s8,79,0.037699713
s8,80,0.05654957
s8,81,0.166284314
s8,82,0.2758635
s8,83,0.384604618
s8,84,0.456827881
s8,85,0.529051145
s8,86,0.601274409
s8,87,0.53766345
s8,88,0.47405249
s8,89,0.410441531
s8,90,0.299295872
s8,91,0.188150213
s8,92,0.077004554
s8,93,0.051336369
s8,94,0.025668185
s8,95,0
s8,96,0
s9,1,0
s9,2,0
s9,3,0
s9,4,0
s9,5,0
s9,6,0.017716509
s9,7,0.035433018
s9,8,0.053149527
s9,9,0.170433147
s9,10,0.287570846
s9,11,0.403806372
s9,12,0.477010275
s9,13,0.550214178
s9,14,0.623418082
s9,15,0.556568868
s9,16,0.489719655
s9,17,0.422870442
s9,18,0.306828378
s9,19,0.190786315
s9,20,0.074744251
s9,21,0.049829501
s9,22,0.02491475
s9,23,0
s9,24,0
s9,25,0
s9,26,0
s9,27,0
s9,28,0
s9,29,0
s9,30,0.014490463
s9,31,0.028980926
s9,32,0.043471389
s9,33,0.148702886
s9,34,0.253813882
s9,35,0.358727423
s9,36,0.431424556
s9,37,0.504121689
s9,38,0.576818822
s9,39,0.517002416
s9,40,0.457186011
s9,41,0.397369606
s9,42,0.287666211
s9,43,0.177962816
s9,44,0.068259422
s9,45,0.045506281
s9,46,0.022753141
s9,47,0
s9,48,0
s9,49,0
s9,50,0
s9,51,0
s9,52,0
s9,53,0
s9,54,0.016690202
s9,55,0.033380405
s9,56,0.050070607
s9,57,0.157808047
s9,58,0.265408761
s9,59,0.37262415
s9,60,0.441344884
s9,61,0.510065619
s9,62,0.578786354
s9,63,0.516553974
s9,64,0.454321594
s9,65,0.392089214
s9,66,0.284389212
s9,67,0.176689211
s9,68,0.06898921
s9,69,0.045992807
s9,70,0.022996403
s9,71,0
s9,72,0
s9,73,0
s9,74,0
s9,75,0
s9,76,0
s9,77,0
s9,78,0.017805711
s9,79,0.035611422
s9,80,0.053417134
s9,81,0.162377107
s9,82,0.271190693
s9,83,0.379315403
s9,84,0.451467369
s9,85,0.523619336
s9,86,0.595771302
s9,87,0.534686684
s9,88,0.473602066
s9,89,0.412517448
s9,90,0.300197852
s9,91,0.187878256
s9,92,0.07555866
s9,93,0.05037244
s9,94,0.02518622
s9,95,0
s9,96,0
s10,1,0
s10,2,0
s10,3,0
s10,4,0
s10,5,0
s10,6,0.017716509
s10,7,0.035433018
s10,8,0.053149527
s10,9,0.170433147
s10,10,0.287570846
s10,11,0.403806372
s10,12,0.477010275
s10,13,0.550214178
s10,14,0.623418082
s10,15,0.556568868
s10,16,0.489719655
s10,17,0.422870442
s10,18,0.306828378
s10,19,0.190786315
s10,20,0.074744251
s10,21,0.049829501
s10,22,0.02491475
s10,23,0
s10,24,0
s10,25,0
s10,26,0
s10,27,0
s10,28,0
s10,29,0
s10,30,0.014490463
s10,31,0.028980926
s10,32,0.043471389
s10,33,0.148702886
s10,34,0.253813882
s10,35,0.358727423
s10,36,0.431424556
s10,37,0.504121689
s10,38,0.576818822
s10,39,0.517002416
s10,40,0.457186011
s10,41,0.397369606
s10,42,0.287666211
s10,43,0.177962816
s10,44,0.068259422
s10,45,0.045506281
s10,46,0.022753141
s10,47,0
s10,48,0
s10,49,0
s10,50,0
s10,51,0
s10,52,0
s10,53,0
s10,54,0.016690202
s10,55,0.033380405
s10,56,0.050070607
s10,57,0.157808047
s10,58,0.265408761
s10,59,0.37262415
s10,60,0.441344884
s10,61,0.510065619
s10,62,0.578786354
s10,63,0.516553974
s10,64,0.454321594
s10,65,0.392089214
s10,66,0.284389212
s10,67,0.176689211
s10,68,0.06898921
s10,69,0.045992807
s10,70,0.022996403
s10,71,0
s10,72,0
s10,73,0
s10,74,0
s10,75,0
s10,76,0
s10,77,0
s10,78,0.017805711
s10,79,0.035611422
s10,80,0.053417134
s10,81,0.162377107
s10,82,0.271190693
s10,83,0.379315403
s10,84,0.451467369
s10,85,0.523619336
s10,86,0.595771302
s10,87,0.534686684
s10,88,0.473602066
s10,89,0.412517448
s10,90,0.300197852
s10,91,0.187878256
s10,92,0.07555866
s10,93,0.05037244
s10,94,0.02518622
s10,95,0
s10,96,0
s11,1,0
s11,2,0
s11,3,0
s11,4,0
s11,5,0
s11,6,0.018318413
s11,7,0.036636826
s11,8,0.054955239
s11,9,0.171960067
s11,10,0.288813415
s11,11,0.404773285
s11,12,0.474019554
s11,13,0.543265824
s11,14,0.612512093
s11,15,0.544876749
s11,16,0.477241406
s11,17,0.409606062
s11,18,0.296821329
s11,19,0.184036596
s11,20,0.071251863
s11,21,0.047501242
s11,22,0.023750621
s11,23,0
s11,24,0
s11,25,0
s11,26,0
s11,27,0
s11,28,0
s11,29,0
s11,30,0.014714202
s11,31,0.029428405
s11,32,0.044142607
s11,33,0.148140671
s11,34,0.252016531
s11,35,0.355700181
s11,36,0.424415875
s11,37,0.493131568
s11,38,0.561847262
s11,39,0.502156321
s11,40,0.442465381
s11,41,0.38277444
s11,42,0.276679852
s11,43,0.170585264
s11,44,0.064490675
s11,45,0.042993784
s11,46,0.021496892
s11,47,0
s11,48,0
s11,49,0
s11,50,0
s11,51,0
s11,52,0
s11,53,0
s11,54,0.016894036
s11,55,0.033788073
s11,56,0.050682109
s11,57,0.157477425
s11,58,0.264134494
s11,59,0.370445317
s11,60,0.436858168
s11,61,0.503271019
s11,62,0.56968387
s11,63,0.508840588
s11,64,0.447997306
s11,65,0.387154025
s11,66,0.280695739
s11,67,0.174237453
s11,68,0.067779168
s11,69,0.045186112
s11,70,0.022593056
s11,71,0
s11,72,0
s11,73,0
s11,74,0
s11,75,0
s11,76,0
s11,77,0
s11,78,0.017937792
s11,79,0.035875584
s11,80,0.053813376
s11,81,0.162809004
s11,82,0.271657264
s11,83,0.379820512
s11,84,0.447180237
s11,85,0.514539961
s11,86,0.581899686
s11,87,0.521892663
s11,88,0.461885641
s11,89,0.401878618
s11,90,0.292242151
s11,91,0.182605683
s11,92,0.072969216
s11,93,0.048646144
s11,94,0.024323072
s11,95,0
s11,96,0
