generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
s4,s4,PV4,inside_lvliang,Solar,2030,44.45808640966912,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,56.242796557658345,0.0786754105025
s4,s4,PV4,inside_lvliang,Solar,2035,478.0674053581162,0.0,0.0,644.0,16382647.406147968,8597400.0,52.25214504518589,0.08468408527833332
s5,s5,PV5,inside_lvliang,Solar,2020,244.0362418474812,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,30.515892745928564,0.14500395396666668
s5,s5,PV5,inside_lvliang,Solar,2025,161.36541156958822,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,46.149814324526034,0.09588175319333334
s5,s5,PV5,inside_lvliang,Solar,2030,205.44443614226066,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,36.24816481854263,0.1220730795375
s5,s5,PV5,inside_lvliang,Solar,2035,82.00975366402666,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,90.80607427313636,0.04872939549916666
s6,s6,PV6,inside_lvliang,Solar,2020,0.02519231036071078,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,171.33710037805875,0.02582584330666667
s6,s6,PV6,inside_lvliang,Solar,2025,0.018654325813663254,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,231.3874782795316,0.019123442374166667
s6,s6,PV6,inside_lvliang,Solar,2030,0.031960860107423876,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,135.0519790306176,0.03276460766250001
s6,s6,PV6,inside_lvliang,Solar,2035,0.020124653774740427,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,214.48207046652587,0.020630745951666668
s7,s7,PV7,inside_lvliang,Solar,2020,43.09663598709509,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,42.25336257135129,0.10472362050500002
s7,s7,PV7,inside_lvliang,Solar,2025,33.6602750324589,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,54.09871975829936,0.08179352721750001
s7,s7,PV7,inside_lvliang,Solar,2030,18.109452276416167,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,100.55399567990929,0.04400546270749999
s7,s7,PV7,inside_lvliang,Solar,2035,22.341468560057123,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,81.50662885356981,0.054289143953333334
s8,s8,PV8,inside_lvliang,Solar,2020,72.01035038925448,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,49.82058838813361,0.0888171988758829
s8,s8,PV8,inside_lvliang,Solar,2025,60.40873231862782,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,59.388732203573184,0.07450782232249999
s8,s8,PV8,inside_lvliang,Solar,2030,81.99824841555929,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,43.75213002412833,0.1011362213575
s8,s8,PV8,inside_lvliang,Solar,2035,14.44794202163507,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,248.31204479199016,0.017820017996666666
s9,s9,PV9,inside_lvliang,Solar,2020,11.757869290549227,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,67.03462976505524,0.06600954047916666
s9,s9,PV9,inside_lvliang,Solar,2025,7.352612771249588,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,107.19786819181651,0.04127810731333333
s9,s9,PV9,inside_lvliang,Solar,2030,10.651392762710602,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,73.99824908130608,0.05979770010666667
s9,s9,PV9,inside_lvliang,Solar,2035,14.361300004081958,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,54.882525571769406,0.08062539143166667
w1,w1,wind1,inside_lvliang,Wind,2020,2791.8611192047097,0.0,0.0,1639.92,83512898.84044267,44031852.0,45.68448980613158,0.1942091474680199
w1,w1,wind1,inside_lvliang,Wind,2025,2917.591264981954,0.0,0.0,1639.92,83512898.84044267,44031852.0,43.71577073570364,0.20295526462064678
w1,w1,wind1,inside_lvliang,Wind,2030,2920.452311231722,0.0,0.0,1639.92,83512898.84044267,44031852.0,43.672944204539924,0.20315428646640116
w1,w1,wind1,inside_lvliang,Wind,2035,2428.0352852340193,0.0,0.0,1639.92,83512898.84044267,44031852.0,52.53002360225158,0.16890047270757302
w10,w10,wind10,inside_lvliang,Wind,2020,27.928313859830315,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,111.93257597133274,0.07926509097791666
w10,w10,wind10,inside_lvliang,Wind,2025,28.487416026056806,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,109.73575525443651,0.08085191373758335
w10,w10,wind10,inside_lvliang,Wind,2030,31.609928552860303,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,98.89576648802043,0.08971411146133333
w10,w10,wind10,inside_lvliang,Wind,2035,31.099986995199863,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,100.51734469693442,0.08826681449366666
w11,w11,wind11,inside_lvliang,Wind,2020,15.438865736938315,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,83.43770048288707,0.10633497527391667
w11,w11,wind11,inside_lvliang,Wind,2025,11.525280659423,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,111.77024605478526,0.07938021191625
w11,w11,wind11,inside_lvliang,Wind,2030,16.34013101807887,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,78.8355646432032,0.11254242749341668
w11,w11,wind11,inside_lvliang,Wind,2035,17.080944107723255,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,75.41640831034078,0.11764476745233332
w2,w2,wind2,inside_lvliang,Wind,2020,12.691887443473393,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,149.2788301696887,0.05943472230908334
w2,w2,wind2,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
w2,w2,wind2,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
w2,w2,wind2,inside_lvliang,Wind,2035,15.057740561496674,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,125.82432951805029,0.07051375399133333
w3,w3,wind3,inside_lvliang,Wind,2020,475.98868006207374,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,55.36460705247634,0.16025302607766667
w3,w3,wind3,inside_lvliang,Wind,2025,328.68042674812057,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,80.17796037869564,0.11065816311433334
w3,w3,wind3,inside_lvliang,Wind,2030,356.5829980391285,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,73.90404584060353,0.1200522341753273
w3,w3,wind3,inside_lvliang,Wind,2035,3897.3913820537746,0.0,0.0,3066.16,156144147.21974954,82326396.0,61.18721982037246,0.14500325139476572
w4,w4,wind4,inside_lvliang,Wind,2020,29.096691966146132,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,149.252812814563,0.0594450828125
w4,w4,wind4,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
w4,w4,wind4,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
w4,w4,wind4,inside_lvliang,Wind,2035,20.39730241583333,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,212.90869895497326,0.04167206817433334
w5,w5,wind5,inside_lvliang,Wind,2020,324.13262583531696,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,90.50085105245387,0.09803604844133332
w5,w5,wind5,inside_lvliang,Wind,2025,247.6502476715358,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,118.45043066893882,0.07490344921208333
w5,w5,wind5,inside_lvliang,Wind,2030,295.11788183131574,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,99.39851258735227,0.08926034793491668
w5,w5,wind5,inside_lvliang,Wind,2035,194.3280675015488,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,150.95235016284502,0.05877580447200001
w6,w6,wind6,inside_lvliang,Wind,2020,111.84726164309407,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,61.8039092498072,0.14355638543670177
w6,w6,wind6,inside_lvliang,Wind,2025,99.09938700661611,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,69.75419543178128,0.12719443988766668
w6,w6,wind6,inside_lvliang,Wind,2030,80.15701717669984,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,86.23821409410668,0.10288183621333334
w6,w6,wind6,inside_lvliang,Wind,2035,1327.6665119305185,0.0,0.0,804.28,40957945.67990586,21594918.0,47.11489151665781,0.18831298411508335
w7,w7,wind7,inside_lvliang,Wind,2020,85.91431289353196,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,80.77933727204821,0.10983434771047973
w7,w7,wind7,inside_lvliang,Wind,2025,69.76111095857962,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,99.483812146334,0.08918381419390758
w7,w7,wind7,inside_lvliang,Wind,2030,61.58826382507617,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,112.68545055003123,0.07873550466766803
w7,w7,wind7,inside_lvliang,Wind,2035,52.16407895207723,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,133.0436844116182,0.06668746327191666
w8,w8,wind8,inside_lvliang,Wind,2020,110.9349396078635,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,116.00906026071235,0.07647976630291668
w8,w8,wind8,inside_lvliang,Wind,2025,96.53838997237096,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,133.30922649186846,0.06655462679697906
w8,w8,wind8,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,8426577.690202123,0.0,0.0,0.0
w8,w8,wind8,inside_lvliang,Wind,2035,58.48190912082099,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,220.0587889051194,0.04031807073875
w9,w9,wind9,inside_lvliang,Wind,2020,165.1145371384142,0.0,0.0,154.388654,7862239.648040212,4145335.3599,72.72270035117718,0.12200242530758333
w9,w9,wind9,inside_lvliang,Wind,2025,45.69405751750373,0.0,0.0,154.388654,7862239.648040212,4145335.3599,262.78198217220137,0.03376314366921168
w9,w9,wind9,inside_lvliang,Wind,2030,60.84344149029261,0.0,0.0,154.388654,7862239.648040212,4145335.3599,197.3520023494395,0.04495695869378879
w9,w9,wind9,inside_lvliang,Wind,2035,136.33770710323316,0.0,0.0,460.815408689543,23467017.055714335,12372893.723314231,262.87599770099587,0.033751068546973115
