load_zone,period,timepoint_label,Coal,Hydrogen,Wind,Solar,PV1,PV10,PV11,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,wind1,wind10,wind11,wind2,wind3,wind4,wind5,wind6,wind7,wind8,wind9,curtail_Wind,curtail_Solar,ZoneTotalCentralDispatch,TXPowerNet,CogenZonalOutput,WithdrawFromCentralGrid,RunElectrolyzerMW,LiquefyHydrogenMW,zone_demand_mw,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
inside_lvliang,2020,20200100,2667.318026673835,0,360.6741202491737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.23423672966476,0.0,0.0,1.4901097277276427,57.53065592771102,0.0,38.25595638823433,0.0,10.50516783937219,0.0,20.657993636463786,152.81044369290322,0.0,3027.992146923008,-1099.9648011263644,650.3964104,2578.179496304119,0.24425989252564723,0.0,2441.535983,0.0,0.0,0.0,typical
inside_lvliang,2020,20200101,2667.318026673835,0,264.85362731569904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.6384713914456,3.8143380083148286,1.9217512828188987,1.4145446309209815,55.43634693208461,3.482780409503157,0.0,0.0,10.130823269226852,0.0,20.01457139138413,239.80834755845072,0.0,2932.1716539895333,-1099.9648011263644,727.7860744000001,2559.7486673706444,0.24425989252564723,0.0,2424.081988,0.0,0.0,0.0,typical
inside_lvliang,2020,20200102,2667.318026673835,0,462.95574582045106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.2291818658181,3.718186581101071,1.8868314453336679,1.317202212746712,53.44483645798411,3.246260084785035,13.488743971563395,13.972614398060928,9.694806492085204,13.41780429500928,19.5392780159636,22.054693918061425,0.0,3130.2737724942867,-1099.9648011263644,500.4746824000001,2530.5393938753964,0.24425989252564723,0.0,2396.420806,0.0,0.0,0.0,typical
inside_lvliang,2020,20200103,2667.318026673835,0,410.8958393341408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.9675914454933,3.6220351139344715,1.8519116078484372,1.2198597703581995,0.0,0.0,34.10851052201568,13.498264604881516,9.258789714943557,13.304891914122608,19.063984640543065,54.46306568844801,0.0,3078.213866007976,-1099.9648011263644,518.3310112727934,2496.3358162618797,0.24425989252564723,0.0,2364.030018,0.0,0.0,0.0,typical
inside_lvliang,2020,20200104,2667.318026673835,0,418.2959073589156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.706002655249,3.5258836467678716,1.8169917703632066,1.1225173279696872,49.4618155097831,2.7732193243437786,32.67358277950098,13.023914811702102,0.0,13.191979533235937,0.0,27.411464202924456,0.0,3085.6139340327504,-1099.9648011263644,481.5255958351362,2466.930468848997,0.24425989252564723,0.0,2336.183154,0.0,0.0,0.0,typical
inside_lvliang,2020,20200105,2667.318026673835,0,432.64838802179236,18.439696213175264,3.1972250782687275,1.4963451857634311,0.0020134933314264456,0.001897180610531588,6.129434265930173,1.1018978338953356,3.5335115956662304,0.0018705604699258496,0.8431270162607954,1.7795771706645496,0.35279683231413606,290.9485951945239,3.4569429012988144,1.7465518334100578,1.1115013003689713,47.42054920270686,2.7370879140025965,32.01723900999491,12.763033411300485,8.689076174002333,13.667099679016225,18.09071140116719,6.439293542825908e-15,-1.9984014443252818e-15,3118.4061109088034,-1099.9648011263644,451.4784369105096,2469.6754868004227,0.24425989252564723,0.0,2338.782686,0.0,0.0,0.0,typical
inside_lvliang,2020,20200106,2667.318026673835,0,345.26368790546,29.808628006162138,6.394450156537455,2.9926903715268622,0.004026986662852891,0.0037943611122945343,12.258868531860346,2.203795604616965,0.0,0.0,1.6862540785285292,3.559154250688564,0.7055936646282721,281.1911877337987,0.0,0.0,1.1004852485540129,45.37928323243311,0.0,0.0,0.0,0.0,0.0,17.592731690674164,74.32571717453139,7.070764312272306,3042.3903425854573,-1099.9648011263644,582.470383692144,2524.651665258712,0.24425989252564723,0.0,2390.845127,0.0,0.0,0.0,typical
inside_lvliang,2020,20200107,2667.318026673835,0,253.12038212976776,55.3190885316097,9.591675234806184,4.489035557290294,0.006040479994279337,0.005691541722826122,18.38830279779052,3.3056934385123005,10.60053478699869,0.005611681409777548,2.5293810947893247,5.338731421353113,1.0583904969424083,118.02374087099997,3.3190614503135394,1.6056719924309122,1.0894691967390542,43.338016925356875,2.664825093320232,30.704551470982768,12.241270698843424,8.42168246900782,14.617340135054375,17.094751826718817,153.41003940207366,-5.328203156462763e-15,2975.7574973352125,-1099.9648011263644,757.2039955738577,2632.75243189018,0.24425989252564723,0.0,2493.216553,0.0,0.0,0.0,typical
inside_lvliang,2020,20200108,2667.318026673835,0,353.5467377379153,138.47697183332707,31.483658892706465,14.3948685944822,0.018901225132119514,0.018212414447331193,57.90753885265252,10.577917525677886,0.0,0.0181940236445074,7.889821130502516,16.167859174081546,0.0,244.24334865067556,0.0,0.0,1.5469186658072331,51.855764215456176,0.0,37.976940806823485,0.0,0.0,17.92376539915282,0.0,128.4957242370684,35.850662081211276,3159.3417362450773,-1099.9648011263644,571.4685064000001,2630.601181626188,0.24425989252564723,0.0,2491.179319,0.0,0.0,0.0,typical
inside_lvliang,2020,20200109,2667.318026673835,0,140.58184332484802,293.18300845547617,53.349158425842575,24.288377071240003,0.031745320139304575,0.030717552265038917,97.37576272330305,17.841002651787104,54.28352492673716,0.030760898984263756,13.24324681037841,26.98218414908339,5.726527925715854,49.24425815629854,4.953759766520207,0.0,0.0,0.0,0.0,45.50421117939415,19.566552680198132,0.0,21.31306154243698,0.0,418.30951433737175,-1.0658141036401503e-14,3101.0828784541595,-1099.9648011263644,664.7263303999999,2665.6001478352696,0.24425989252564723,0.0,2524.32334,0.0,0.0,0.0,typical
inside_lvliang,2020,202001010,2667.318026673835,0,139.55741790820184,406.07531206468553,75.04848204039385,34.10568756648374,0.044491207294380594,0.04313039184129984,136.54338488099165,25.050480213198473,75.96712054903315,0.04323497480808215,18.555175566089616,37.7192963496837,2.9548283248676626,0.0,0.0,2.519310390835947,2.4837398475541113,0.0,5.950898846752184,52.884171414438,23.17905372599225,0.0,24.63373994050295,27.90650374212638,494.4308544283417,5.086350042149405,3212.9507566467223,-1099.9648011263644,465.43225157385774,2578.17394720169,0.24425989252564723,0.0,2441.530728,0.0,0.0,0.0,typical
inside_lvliang,2020,202001011,2667.318026673835,0,593.9086167788205,142.99981492247232,0.0,0.0,0.0,0.0,91.54358826312978,29.6327656094466,0.0,0.050995765292692695,21.772465284603243,0.0,0.0,417.6355925690425,0.0,0.0,0.0,73.88544807360533,0.0,56.3924505586635,0.0,16.363937830666472,0.0,29.631187746842674,67.82788038888059,342.301505871613,3404.226458375128,-1099.9648011263644,260.62753717385766,2564.6449345300957,0.24425989252564723,0.0,2428.718753,0.0,0.0,0.0,typical
inside_lvliang,2020,202001012,2667.318026673835,0,104.53198044632074,559.4409797775096,103.2242027945847,46.47136387812541,0.059713803472816844,0.05890939203204841,186.36334860524616,34.21505106886844,102.61124719237674,0.05875655577730325,24.989754957109927,50.431968504896396,10.956663025019559,0.0,0.0,2.7801975181542176,2.9086820347179194,0.0,6.962836478464034,59.90072970288902,0.0,0.0,26.282769660883233,5.69676505121231,584.9527413643116,-7.105427357601002e-15,3331.290986897665,-1099.9648011263644,346.7923624,2577.8742882787756,0.24425989252564723,0.0,2441.246951,0.0,0.0,0.0,typical
inside_lvliang,2020,202001013,2667.318026673835,0,517.0340659432914,116.13395175992542,0.0,0.0,0.06732510150707678,0.06679889218180703,0.0,0.0,115.93331041997462,0.06651734626191379,0.0,0.0,0.0,444.46395428342885,0.0,0.0,0.0,0.0,0.0,0.0,26.932606863775487,18.530220357252386,27.107284438834586,0.0,200.19887877156833,517.4466868724908,3300.4860443770517,-1099.9648011263644,268.9027727136439,2469.179756071806,0.24425989252564723,0.0,2338.313229,0.0,0.0,0.0,typical
