gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
coal10,inside_lvliang,Coal,2025,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
coal10,inside_lvliang,Coal,2030,4258.172160000001,1945984.6771200006,4103376.530736385,600.0000000000001,28447615.108630236,6360000.000000001,8.63130902291894,0.8096
coal11,inside_lvliang,Coal,2020,958.0887359999999,437846.5523519999,1090581.8692127038,135.0,6495291.520401074,1431000.0,8.730024431424976,0.8096
coal11,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal11,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal12,inside_lvliang,Coal,2020,423.0649258228381,193340.671101037,524130.4828877299,59.61218709712827,6495291.520401074,631889.1832295597,17.303541201137527,0.8096000000000001
coal12,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal12,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal13,inside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal13,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal13,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
coal14,inside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
coal14,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
coal14,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
coal15,inside_lvliang,Coal,2020,0.0,0.0,0.0,7.105427357601002e-15,2405663.526074472,7.531752999057062e-11,0.0,0.0
coal15,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
coal15,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
coal16,inside_lvliang,Coal,2025,1526.8249914262792,697759.0210818097,1422015.7845248238,215.13808282842362,14794063.953511018,2280463.6779812905,11.640028655787319,0.8096
coal16,inside_lvliang,Coal,2030,1806.506709758154,825573.5663594763,1682498.695365463,254.5467832505138,14794063.953511018,2698195.9024554463,10.139919947918841,0.8096000000000002
coal16,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
coal17,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,14794063.953511018,0.0,0.0,0.0
coal17,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,14794063.953511018,0.0,0.0,0.0
coal17,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
coal2,inside_lvliang,Coal,2020,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
coal2,inside_lvliang,Coal,2025,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
coal2,inside_lvliang,Coal,2030,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
coal2,inside_lvliang,Coal,2035,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
coal3,inside_lvliang,Coal,2020,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal3,inside_lvliang,Coal,2025,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal3,inside_lvliang,Coal,2030,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal3,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal4,inside_lvliang,Coal,2020,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal4,inside_lvliang,Coal,2025,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal4,inside_lvliang,Coal,2030,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal4,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
coal5,inside_lvliang,Coal,2020,2129.08608,972992.33856,2235674.0906058243,300.0,13555245.527235586,3180000.0,8.317295403009533,0.8096
coal5,inside_lvliang,Coal,2025,2129.08608,972992.33856,2235674.0906058243,300.0,13555245.527235586,3180000.0,8.317295403009533,0.8096
coal5,inside_lvliang,Coal,2030,2129.08608,972992.33856,2235674.0906058243,300.0,13555245.527235586,3180000.0,8.317295403009533,0.8096
coal5,inside_lvliang,Coal,2035,2129.08608,972992.33856,2235674.0906058243,300.0,13555245.527235586,3180000.0,8.317295403009533,0.8096
coal6,inside_lvliang,Coal,2020,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
coal6,inside_lvliang,Coal,2025,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
coal6,inside_lvliang,Coal,2030,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
coal6,inside_lvliang,Coal,2035,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
coal9,inside_lvliang,Coal,2020,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
coal9,inside_lvliang,Coal,2025,4258.172160000001,1945984.6771200006,4103376.530736385,600.0000000000001,28447615.108630236,6360000.000000001,8.63130902291894,0.8096
coal9,inside_lvliang,Coal,2030,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
outside,outside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind1,inside_lvliang,Wind,2020,1958.4250730817648,0.0,0.0,1639.92,83512898.84044267,44031852.0,65.1261835816568,0.1362331604559001
wind1,inside_lvliang,Wind,2025,2843.130509269891,0.0,0.0,1639.92,83512898.84044267,44031852.0,44.86067397349124,0.19777558007717508
wind1,inside_lvliang,Wind,2030,2525.0050211856606,0.0,0.0,1639.92,83512898.84044267,44031852.0,50.51267216116338,0.17564594067509565
wind1,inside_lvliang,Wind,2035,1808.5100735831995,0.0,0.0,1639.92,83512898.84044267,44031852.0,70.52476660400258,0.12580468174504694
wind10,inside_lvliang,Wind,2020,22.99372246959762,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,135.95398122248395,0.06525991911366667
wind10,inside_lvliang,Wind,2025,33.30272300610025,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,93.86884406701695,0.09451853707099998
wind10,inside_lvliang,Wind,2030,36.78094911237865,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,84.99204583642991,0.10439030770991667
wind10,inside_lvliang,Wind,2035,34.5002986840648,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,90.61046518738047,0.09791745136075
wind11,inside_lvliang,Wind,2020,9.819583738145745,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,131.18513874982415,0.06763224784691668
wind11,inside_lvliang,Wind,2025,17.726144044077948,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,72.6713859455819,0.12208857313391666
wind11,inside_lvliang,Wind,2030,13.160128630895574,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,97.88532401802998,0.09064020481891667
wind11,inside_lvliang,Wind,2035,15.054448445479656,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,85.56829297462338,0.10368730646983333
wind2,inside_lvliang,Wind,2020,13.26940927401506,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,142.78179767333316,0.06213919394725001
wind2,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,inside_lvliang,Wind,2035,10.434783533119896,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,181.56870280955354,0.0488649512855
wind3,inside_lvliang,Wind,2020,280.7467786932268,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,93.8672434844196,0.09452014875916666
wind3,inside_lvliang,Wind,2025,478.98363437936814,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,55.018427231255565,0.16126134941058337
wind3,inside_lvliang,Wind,2030,322.5836125720542,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,81.69331982782369,0.10860552412926244
wind3,inside_lvliang,Wind,2035,3010.9162827668124,0.0,0.0,3066.16,156144147.21974954,82326396.0,79.20198398894456,0.11202176221998061
wind4,inside_lvliang,Wind,2020,20.834123448818396,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,208.4447243588022,0.042564501668499996
wind4,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,inside_lvliang,Wind,2035,32.17749375814104,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,134.962752294761,0.06573921816875
wind5,inside_lvliang,Wind,2020,251.23537329231084,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,116.76014451130862,0.07598779407900563
wind5,inside_lvliang,Wind,2025,320.691164871668,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,91.47205069931246,0.09699515589658632
wind5,inside_lvliang,Wind,2030,323.742861385155,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,90.60980793971534,0.09791816161516667
wind5,inside_lvliang,Wind,2035,276.33129125745484,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,106.15619519047647,0.08357821982825
wind6,inside_lvliang,Wind,2020,77.15938039562066,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,89.58856295872441,0.09903435801116667
wind6,inside_lvliang,Wind,2025,145.34575417097355,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,47.559683100875304,0.18655182791991667
wind6,inside_lvliang,Wind,2030,116.03183176814895,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,59.575014055123745,0.14892729709725
wind6,inside_lvliang,Wind,2035,1027.6112769286528,0.0,0.0,804.28,40957945.67990586,21594918.0,60.87210707424818,0.14575388045855384
wind7,inside_lvliang,Wind,2020,56.841025207115706,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,122.09669393602164,0.07266655248183335
wind7,inside_lvliang,Wind,2025,84.12907089334098,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,82.4934970044014,0.10755206337399999
wind7,inside_lvliang,Wind,2030,66.94102440630353,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,103.67485886680547,0.08557856663358332
wind7,inside_lvliang,Wind,2035,85.47186196973783,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,81.1974970216527,0.10926871077558334
wind8,inside_lvliang,Wind,2020,104.57725098351423,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,123.06173640016499,0.07209670590791667
wind8,inside_lvliang,Wind,2025,112.4891005460249,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,114.40626719849702,0.07755122193058332
wind8,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,8426577.690202123,0.0,0.0,0.0
wind8,inside_lvliang,Wind,2035,103.02334290286898,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,124.9178849313842,0.071025424603
wind9,inside_lvliang,Wind,2020,143.9444192140498,0.0,0.0,154.388654,7862239.648040212,4145335.3599,83.41813509341114,0.1063599157164693
wind9,inside_lvliang,Wind,2025,127.03379982555745,0.0,0.0,154.388654,7862239.648040212,4145335.3599,94.52267840865179,0.09386473137591667
wind9,inside_lvliang,Wind,2030,169.3937113363155,0.0,0.0,154.388654,7862239.648040212,4145335.3599,70.8856008479576,0.12516428882066666
wind9,inside_lvliang,Wind,2035,222.94868446661985,0.0,0.0,200.89790492588688,10230722.48117741,5394108.747260063,70.08263478126439,0.12659834844183335
