scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035
,0.0,24285091745.585518,0.06378650988451573,0.06268576605712538,0.06355652558339665,0.06386207468031041,0.06635305548227986
