PERIOD,SystemCostPerYear_Real,SystemDemandPerYear_MWh,EnergyCostReal_per_MWh
2020,2213180924.7936845,30550324.752947997,72.44377736377812
2025,2175011543.50743,30550324.752947997,71.19438372901581
2030,2208124872.246909,30550324.752947997,72.27827822137417
2035,2337607979.859919,30550324.752947997,76.51663276130472
