gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
PV1,inside_lvliang,Solar,2035,3166.9932987171214,0.0,0.0,1946.0,49504086.72727321,25979100.0,23.834337369090665,0.18565337221083336
PV10,inside_lvliang,Solar,2020,32.74419655136013,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,102.09409368283423,0.04334163659583332
PV10,inside_lvliang,Solar,2025,9.43800269996763,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,354.2051402777374,0.012492549101666669
PV10,inside_lvliang,Solar,2030,12.796519842465486,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,261.2420495133316,0.0169380278375
PV10,inside_lvliang,Solar,2035,43.45802198753348,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,76.92455655811212,0.057522919922711364
PV11,inside_lvliang,Solar,2020,0.02189098516345947,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,198.73682985304526,0.022265249527500003
PV11,inside_lvliang,Solar,2025,0.00258910400507292,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,1680.328401339541,0.0026333692291666665
PV11,inside_lvliang,Solar,2030,0.0027211269742379086,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,1598.8026413079883,0.0027676493600000004
PV11,inside_lvliang,Solar,2035,0.024739502750857015,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,175.85418096551166,0.025162467464166668
PV2,inside_lvliang,Solar,2020,0.0032170997094326474,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,1338.198378262366,0.0033066286574999996
PV2,inside_lvliang,Solar,2025,0.002943939193882588,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,1462.3663500988728,0.0030258663341666664
PV2,inside_lvliang,Solar,2030,0.003630141302296578,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,1185.9366496691196,0.0037311648208333335
PV2,inside_lvliang,Solar,2035,0.2486587163650682,0.0,0.0,1.1088,28206.645099280846,14802.48,172.96447809268435,0.025582854674999995
PV3,inside_lvliang,Solar,2020,63.429518698913554,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,213.38690872808743,0.020736628752708132
PV3,inside_lvliang,Solar,2025,138.37228639331119,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,97.81603867409865,0.045237214335833345
PV3,inside_lvliang,Solar,2030,54.37989865403229,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,248.89764880552892,0.017778091228333334
PV3,inside_lvliang,Solar,2035,779.4725581259601,0.0,0.0,1806.5063131640013,45955521.68563067,24116859.28073942,89.89717500105583,0.04922207073726615
PV4,inside_lvliang,Solar,2020,9.679365463912719,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,258.3275854811099,0.01712912346833333
PV4,inside_lvliang,Solar,2025,13.054343974256662,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,191.5413837886247,0.023101666175
PV4,inside_lvliang,Solar,2030,34.642406462631534,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,72.17879369838312,0.06130505762500001
PV4,inside_lvliang,Solar,2035,85.10701699678832,0.0,0.0,644.0,16382647.406147968,8597400.0,293.51337043208366,0.015075719039539467
PV5,inside_lvliang,Solar,2020,57.17868452887049,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,130.24055806280592,0.033975016483333335
PV5,inside_lvliang,Solar,2025,26.31233334381426,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,283.02255391150726,0.015634531756666667
PV5,inside_lvliang,Solar,2030,48.30535427509132,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,154.16476898042876,0.028702570219166664
PV5,inside_lvliang,Solar,2035,76.05088555954204,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,97.9210659750543,0.04518869420916667
PV6,inside_lvliang,Solar,2020,0.0030139768722659745,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,1432.1202822578941,0.0030897719708333337
PV6,inside_lvliang,Solar,2025,0.0085918161786731,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,502.3824205809445,0.008807882054999999
PV6,inside_lvliang,Solar,2030,0.004743575310586537,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,909.9417899817421,0.004862866125833335
PV6,inside_lvliang,Solar,2035,0.016172528731551096,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,266.8956401732935,0.01657923338166667
PV7,inside_lvliang,Solar,2020,11.670154193267352,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,156.0371659029851,0.0283581484025
PV7,inside_lvliang,Solar,2025,55.38287107614063,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,32.8798011115167,0.1345788282591667
PV7,inside_lvliang,Solar,2030,20.74608667818076,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,87.77451932095937,0.05041241058583333
PV7,inside_lvliang,Solar,2035,40.36161221734177,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,45.116577012894275,0.09807758921333337
PV8,inside_lvliang,Solar,2020,32.28570308415525,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,111.12033140727847,0.03982102150833333
PV8,inside_lvliang,Solar,2025,18.233728141726676,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,196.75614326059542,0.022489387287500003
PV8,inside_lvliang,Solar,2030,12.748491950822734,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,281.41352249877644,0.015723924947500002
PV8,inside_lvliang,Solar,2035,24.256717024659288,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,147.9012193934235,0.029918111055000002
PV9,inside_lvliang,Solar,2020,6.15162146186334,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,128.12628663908998,0.034535654025833334
PV9,inside_lvliang,Solar,2025,3.625007507745333,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,217.42973305125972,0.020351057994166668
PV9,inside_lvliang,Solar,2030,28.248445585951796,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,27.90186852298348,0.1585888451641667
PV9,inside_lvliang,Solar,2035,33.09809810074134,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,23.81358627673613,0.18581515003916663
outside,outside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind1,inside_lvliang,Wind,2020,1489.7402802787117,0.0,0.0,1639.92,83512898.84044267,44031852.0,85.61542741972491,0.10363022278991932
wind1,inside_lvliang,Wind,2025,1659.7260536498534,0.0,0.0,1639.92,83512898.84044267,44031852.0,76.84686913238656,0.11545487692511697
wind1,inside_lvliang,Wind,2030,1573.1023619079226,0.0,0.0,1639.92,83512898.84044267,44031852.0,81.07848155904566,0.10942910680066135
wind1,inside_lvliang,Wind,2035,2013.6578636901609,0.0,0.0,1639.92,83512898.84044267,44031852.0,63.3398320242489,0.14007529755310352
wind10,inside_lvliang,Wind,2020,14.951533594761697,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,209.08143589778066,0.042434880838000004
wind10,inside_lvliang,Wind,2025,27.84164698761776,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,112.2810052960219,0.07901911631775001
wind10,inside_lvliang,Wind,2030,25.79572907037801,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,121.18626708854919,0.07321246896133334
wind10,inside_lvliang,Wind,2035,365.52293819038067,0.0,0.0,363.72,18522434.976246282,9765882.0,77.39135912042943,0.11464258954225001
wind11,inside_lvliang,Wind,2020,8.476656134142484,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,151.96835105361765,0.058382852457416666
wind11,inside_lvliang,Wind,2025,13.566172723635123,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,94.95555462815834,0.09343682791916666
wind11,inside_lvliang,Wind,2030,11.750376618547888,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,109.62912057821006,0.08093055723666666
wind11,inside_lvliang,Wind,2035,166.58657960417415,0.0,0.0,149.88,7632636.517760346,4024278.0,69.97511171343035,0.12679287821783333
wind2,inside_lvliang,Wind,2020,3.989881142219643,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,474.85878467874664,0.0186841774945
wind2,inside_lvliang,Wind,2025,8.50612909310691,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,222.73705106855428,0.039833273248416665
wind2,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,inside_lvliang,Wind,2035,16.089950454890683,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,117.75238932641832,0.07534748015316668
wind3,inside_lvliang,Wind,2020,1963.8648041864976,0.0,0.0,2706.609996327933,137834069.2374418,72672478.401405,107.18993852840397,0.08277218869203101
wind3,inside_lvliang,Wind,2025,1720.9204894321792,0.0,0.0,2706.609996327933,137834069.2374418,72672478.401405,122.32206480864426,0.07253266883321338
wind3,inside_lvliang,Wind,2030,1502.6138836472837,0.0,0.0,2706.609996327933,137834069.2374418,72672478.401405,140.09357289304808,0.06333156928286561
wind3,inside_lvliang,Wind,2035,2692.34196401404,0.0,0.0,3066.16,156144147.21974954,82326396.0,88.5736456984875,0.10016913888768345
wind4,inside_lvliang,Wind,2020,19.45792677867538,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,223.18735027339056,0.039752906277583336
wind4,inside_lvliang,Wind,2025,21.317777527498947,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,203.71556621905094,0.04355261594600001
wind4,inside_lvliang,Wind,2030,23.16564718907266,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,187.46565049970667,0.04732784803034698
wind4,inside_lvliang,Wind,2035,19.434073874500633,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,223.46128493647072,0.03970417435075
wind5,inside_lvliang,Wind,2020,163.58728355170692,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,179.31881901254727,0.04947805181083333
wind5,inside_lvliang,Wind,2025,200.32194561900315,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,146.43567084634006,0.060588692403166666
wind5,inside_lvliang,Wind,2030,126.10765725399895,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,232.61298426057763,0.03814209187833333
wind5,inside_lvliang,Wind,2035,1934.6000670870148,0.0,0.0,3413.04,173809005.47489172,91640124.0,137.21137199927136,0.06466188398587965
wind6,inside_lvliang,Wind,2020,603.9211655786659,0.0,0.0,804.28,40957945.67990586,21594918.0,103.57786288210131,0.08565870709129525
wind6,inside_lvliang,Wind,2025,816.1151291742584,0.0,0.0,804.28,40957945.67990586,21594918.0,76.64710706098117,0.11575578202451053
wind6,inside_lvliang,Wind,2030,767.1226749194116,0.0,0.0,804.28,40957945.67990586,21594918.0,81.54219100155946,0.10880681164908335
wind6,inside_lvliang,Wind,2035,913.0235314872544,0.0,0.0,804.28,40957945.67990586,21594918.0,68.51177600867682,0.12950103375858482
wind7,inside_lvliang,Wind,2020,45.58069172800768,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,152.25967387981646,0.05827114686166668
wind7,inside_lvliang,Wind,2025,102.87438656950822,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,67.4618968739487,0.13151640005525003
wind7,inside_lvliang,Wind,2030,74.06903933675076,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,93.69773551632164,0.09469114454975
wind7,inside_lvliang,Wind,2035,886.1052356758973,0.0,0.0,807.48,41120905.626909025,21680838.0,70.87391101916415,0.12518493321698018
wind8,inside_lvliang,Wind,2020,71.64052264652341,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,179.63936636092726,0.04938976348833333
wind8,inside_lvliang,Wind,2025,98.497735664655,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,130.6574004685999,0.06790542124625001
wind8,inside_lvliang,Wind,2030,105.30691679345003,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,122.2090484258446,0.07259974553475
wind8,inside_lvliang,Wind,2035,148.74815161015474,0.0,0.0,238.45836950453457,12143488.517786901,6402607.221196754,124.68118452718674,0.07116026248391667
wind9,inside_lvliang,Wind,2020,90.32978508824321,0.0,0.0,154.388654,7862239.648040212,4145335.3599,132.9304060251002,0.06674429186716667
wind9,inside_lvliang,Wind,2025,91.6447998363797,0.0,0.0,154.388654,7862239.648040212,4145335.3599,131.0229825301406,0.06771595064033334
wind9,inside_lvliang,Wind,2030,82.49160993663259,0.0,0.0,154.388654,7862239.648040212,4145335.3599,145.56116697399952,0.06095269777100001
wind9,inside_lvliang,Wind,2035,788.524778274334,0.0,0.0,1397.08,71146275.86224061,37511597.99999999,137.79893397901273,0.06438617166016355
