gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
16,Coal,2025,756.1217101723627,345547.62154876976,704217.5841532388,106.54172942209493,14794063.953511018,1129342.3318742062,21.516316339105494,0.8096000000000001
16,Coal,2030,906.9546259108632,414478.2640412644,844696.5442242867,127.79492117728697,14794063.953511018,1354626.164479242,18.262400244551348,0.8096000000000003
16,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
17,Coal,2025,0.0,0.0,0.0,0.0,14794063.953511018,0.0,0.0,0.0
17,Coal,2030,0.0,0.0,0.0,0.0,14794063.953511018,0.0,0.0,0.0
17,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
PV1,Solar,2020,328.66347418604676,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,22.98916510661855,0.19247872145249997
PV1,Solar,2025,304.7137744159181,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,24.79605290919591,0.1784528014675
PV1,Solar,2030,301.3814888734679,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,25.070215496048863,0.17650127928416673
PV1,Solar,2035,317.00897556214125,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,23.83433736909067,0.18565337221083336
PV10,Solar,2020,146.0713839507331,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,22.885995736243736,0.19334640965499997
PV10,Solar,2025,133.70837772654914,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,25.002091320863546,0.17698219921666666
PV10,Solar,2030,135.37246714599596,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,24.694748797614547,0.1791848600383334
PV10,Solar,2035,122.00252217995597,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,27.400983279286045,0.16148782187416666
PV11,Solar,2020,0.17084805419850624,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,25.464410549804313,0.17376899804250007
PV11,Solar,2025,0.1273542031264791,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,34.16098477272345,0.12953154414083334
PV11,Solar,2030,0.1400060037585323,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,31.07398880728963,0.14239964925083334
PV11,Solar,2035,0.02404721586437359,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,180.9167854725086,0.0244583447325
PV2,Solar,2020,0.1689937143783912,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,25.47501621410354,0.17369665517750002
PV2,Solar,2025,0.17216115261705342,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,25.006324298067312,0.17695224033083334
PV2,Solar,2030,0.11299015002934024,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,38.1017072085769,0.11613456275750002
PV2,Solar,2035,0.247202567992927,0.0,0.0,1.1088,28206.645099280846,14802.48,173.98332650213985,0.025433041176666667
PV3,Solar,2020,592.5609383879982,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,22.841581414549957,0.193722362155
PV3,Solar,2025,541.8293374604958,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,24.980243743738605,0.17713698682749998
PV3,Solar,2030,553.1688891821065,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,24.468167284830386,0.1808441578591667
PV3,Solar,2035,780.1799370264429,0.0,0.0,583.6077417771725,14846335.181729298,7791163.3527252525,29.015740421029683,0.1525008510131046
PV4,Solar,2020,108.97628296054944,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,22.944874254767928,0.1928502661575
PV4,Solar,2025,99.99258905376468,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,25.006324298067316,0.17695224033083332
PV4,Solar,2030,101.49069146695376,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,24.637206359915112,0.1796033625866667
PV4,Solar,2035,1029.5402328935352,0.0,0.0,644.0,16382647.406147968,8597400.0,24.26330376224467,0.18237108805717728
PV5,Solar,2020,325.58367920147504,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,22.872718315001713,0.193458645625
PV5,Solar,2025,297.62450065692826,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,25.02140706124647,0.17684557451750002
PV5,Solar,2030,306.19532571090144,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,24.321023729044096,0.18193827514333336
PV5,Solar,2035,281.5217564621146,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,26.45260485698692,0.1672774810233333
PV6,Solar,2020,0.14796571115635265,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,29.171470709638097,0.15168673362500001
PV6,Solar,2025,0.1698955998529582,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,25.406057677562366,0.1741681123116667
PV6,Solar,2030,0.17135937040880952,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,25.18903634350893,0.17566869357916667
PV6,Solar,2035,0.04662613785250701,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,92.57419996231206,0.04779868590583334
PV7,Solar,2020,78.88100708587976,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,23.085123444046932,0.19167864177583335
PV7,Solar,2025,71.71186620680942,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,25.39297723359713,0.1742578298825
PV7,Solar,2030,73.62496377855477,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,24.733156968950293,0.1789066034933333
PV7,Solar,2035,68.30320532109104,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,26.66020983067955,0.16597487923333334
PV8,Solar,2020,158.40362741512567,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,22.64845878198463,0.1953742261041667
PV8,Solar,2025,142.57385134007555,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,25.16308560586593,0.17584986103416667
PV8,Solar,2030,148.48633110634412,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,24.161133214739678,0.18314228342083336
PV8,Solar,2035,151.9790795740164,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,23.605867573905808,0.1874502215658333
PV9,Solar,2020,34.43959458008902,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,22.885995736243732,0.19334640965499997
PV9,Solar,2025,31.524739454901614,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,25.002091320863542,0.17698219921666666
PV9,Solar,2030,31.91708574067442,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,24.69474879761455,0.17918486003833334
PV9,Solar,2035,33.09809810074134,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,23.81358627673613,0.18581515003916663
outside,Coal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,Coal,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,Coal,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,Coal,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind1,Wind,2020,342.4272703740978,0.0,0.0,181.2244406,9228851.636203969,4865876.23011,41.16123067802293,0.215551033621
wind1,Wind,2025,360.0837670174562,0.0,0.0,181.2244406,9228851.636203969,4865876.23011,39.14291383657593,0.22666544076925002
wind1,Wind,2030,345.1691793985639,0.0,0.0,181.2244406,9228851.636203969,4865876.23011,40.834259567650754,0.21727700983683335
wind1,Wind,2035,2818.4510159606425,0.0,0.0,1639.92,83512898.84044267,44031852.0,45.2534921196671,0.19605881009798026
wind10,Wind,2020,41.05489823027341,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,76.14409601828073,0.11652046950075
wind10,Wind,2025,43.71875073654458,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,71.50451603031694,0.12408091558858333
wind10,Wind,2030,41.52045040401052,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,75.29032277946409,0.11784178218691668
wind10,Wind,2035,40.39324478075318,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,77.39135912042946,0.11464258954224998
wind11,Wind,2020,18.978328833924984,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,67.87654837403048,0.13071297863983336
wind11,Wind,2025,19.522398755632924,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,65.98489618405519,0.13446025273741666
wind11,Wind,2030,18.94623032093811,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,67.99154414007899,0.1304919005734167
wind11,Wind,2035,18.409166110797713,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,69.97511171343038,0.12679287821783333
wind2,Wind,2020,16.131564005665915,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,117.44863111485131,0.07554235186516665
wind2,Wind,2025,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,Wind,2030,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,Wind,2035,16.089950454890683,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,117.75238932641832,0.07534748015316668
wind3,Wind,2020,525.2688181930982,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,50.17036100432632,0.1768443686700834
wind3,Wind,2025,562.4122773517412,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,46.856954042953916,0.1893496066694167
wind3,Wind,2030,536.7547138834507,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,49.096776519014945,0.1807113714344167
wind3,Wind,2035,2763.5830457796237,0.0,0.0,1742.0185487592548,88712265.74510121,46773198.03418599,49.02529127401921,0.1809748720955
wind4,Wind,2020,39.05795169162891,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,111.1876821865436,0.07979612168616666
wind4,Wind,2025,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,Wind,2030,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,Wind,2035,36.58674023165154,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,118.69773289584411,0.07474739071508332
wind5,Wind,2020,379.70286040599706,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,77.25587966494938,0.11484363204766666
wind5,Wind,2025,402.9019155476876,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,72.80749323836551,0.12186033913725001
wind5,Wind,2030,394.03999499330985,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,74.44492656757045,0.11917999287308334
wind5,Wind,2035,321.5892371182118,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,91.21660524098914,0.09726678376508334
wind6,Wind,2020,154.6758727558519,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,44.69086151102838,0.19852707058625005
wind6,Wind,2025,163.9015093233611,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,42.175316365094424,0.2103682101861667
wind6,Wind,2030,151.42328473269134,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,45.650825899280214,0.19435236149583335
wind6,Wind,2035,1389.8590621169542,0.0,0.0,804.28,40957945.67990586,21594918.0,45.006623610187425,0.1971342239445833
wind7,Wind,2020,105.87331340098754,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,65.55099708117913,0.13535028013033334
wind7,Wind,2025,114.12225449437184,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,60.81286501455474,0.14589586949466668
wind7,Wind,2030,107.36596909310046,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,64.63967415694738,0.13725851705591668
wind7,Wind,2035,106.44938294156108,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,65.19625634216119,0.13608673742241667
wind8,Wind,2020,157.2524141251426,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,81.83949458318341,0.10841154216491666
wind8,Wind,2025,161.2949009433654,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,79.78837532195703,0.11119847699566668
wind8,Wind,2030,0.0,0.0,0.0,0.0,8426577.690202123,0.0,0.0,0.0
wind8,Wind,2035,148.90465636788772,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,86.42750608276147,0.10265650624309644
wind9,Wind,2020,206.7920177029971,0.0,0.0,154.388654,7862239.648040212,4145335.3599,58.065950230177485,0.15279773744491668
wind9,Wind,2025,219.10331778966048,0.0,0.0,154.388654,7862239.648040212,4145335.3599,54.80325505370714,0.16189450442433334
wind9,Wind,2030,208.3227839850648,0.0,0.0,154.388654,7862239.648040212,4145335.3599,57.63927871087335,0.15392881410375003
wind9,Wind,2035,181.38609048170966,0.0,0.0,154.388654,7862239.648040212,4145335.3599,66.19898458614726,0.13402540648058334
