GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
G109042,3,Coal,2248.5830399999995
G109042,4,Coal,2248.5830399999995
G109042,5,Coal,2248.5830399999995
G109042,6,Coal,2248.5830399999995
G109042,7,Coal,2248.5830399999995
G109042,8,Coal,2248.5830399999995
G109042,9,Coal,2248.5830399999995
G109042,10,Coal,2248.5830399999995
G109042,11,Coal,2248.5830399999995
G109042,12,Coal,2248.5830399999995
G109042,13,Coal,2248.5830399999995
G109042,14,Coal,2248.5830399999995
G109042,15,Coal,2248.5830399999995
G109042,16,Coal,2248.5830399999995
G109042,17,Coal,2248.5830399999995
G109042,18,Coal,2248.5830399999995
G109042,19,Coal,2248.5830399999995
G109042,20,Coal,2248.5830399999995
G109042,21,Coal,2248.5830399999995
G109042,22,Coal,2248.5830399999995
G109042,23,Coal,2248.5830399999995
G109042,24,Coal,2248.5830399999995
G109042,25,Coal,2248.5830399999995
G109042,26,Coal,2248.5830399999995
G109042,27,Coal,2248.5830399999995
G109042,28,Coal,2248.5830399999995
G109042,29,Coal,2248.5830399999995
G109042,30,Coal,2248.5830399999995
G109042,31,Coal,2248.5830399999995
G109042,32,Coal,2248.5830399999995
G109042,33,Coal,2248.5830399999995
G109042,34,Coal,2248.5830399999995
G109042,35,Coal,2248.5830399999995
G109042,36,Coal,2248.5830399999995
G109042,37,Coal,2248.5830399999995
G109042,38,Coal,2248.5830399999995
G109042,39,Coal,2248.5830399999995
G109042,40,Coal,2248.5830399999995
G109042,41,Coal,2248.5830399999995
G109042,42,Coal,2248.5830399999995
G109042,43,Coal,2248.5830399999995
G109042,44,Coal,2248.5830399999995
G109042,45,Coal,2248.5830399999995
G109042,46,Coal,2248.5830399999995
G109042,47,Coal,2248.5830399999995
G109042,48,Coal,2248.5830399999995
G109042,49,Coal,2248.5830399999995
G109042,50,Coal,2248.5830399999995
G109042,51,Coal,2248.5830399999995
G109042,52,Coal,2248.5830399999995
G109042,53,Coal,2248.5830399999995
G109042,54,Coal,2248.5830399999995
G109042,55,Coal,2248.5830399999995
G109042,56,Coal,2248.5830399999995
G109042,57,Coal,2248.5830399999995
G109042,58,Coal,2248.5830399999995
G109042,59,Coal,2248.5830399999995
G109042,60,Coal,2248.5830399999995
G109042,61,Coal,2248.5830399999995
G109042,62,Coal,2248.5830399999995
G109042,63,Coal,2248.5830399999995
G109042,64,Coal,2248.5830399999995
G109042,65,Coal,2248.5830399999995
G109042,66,Coal,2248.5830399999995
G109042,67,Coal,2248.5830399999995
G109042,68,Coal,2248.5830399999995
G109042,69,Coal,2248.5830399999995
G109042,70,Coal,2248.5830399999995
G109042,71,Coal,2248.5830399999995
G109042,72,Coal,2248.5830399999995
G109042,73,Coal,2248.5830399999995
G109042,74,Coal,2248.5830399999995
G109042,75,Coal,2248.5830399999995
G109042,76,Coal,2248.5830399999995
G109042,77,Coal,2248.5830399999995
G109042,78,Coal,2248.5830399999995
G109042,79,Coal,2248.5830399999995
G109042,80,Coal,2248.5830399999995
G109042,81,Coal,2248.5830399999995
G109042,82,Coal,2248.5830399999995
G109042,83,Coal,2248.5830399999995
G109042,84,Coal,2248.5830399999995
G109042,85,Coal,2248.5830399999995
G109042,86,Coal,2248.5830399999995
G109042,87,Coal,2248.5830399999995
G109042,88,Coal,2248.5830399999995
G109042,89,Coal,2248.5830399999995
G109042,90,Coal,2248.5830399999995
G109042,91,Coal,2248.5830399999995
G109042,92,Coal,2248.5830399999995
G109042,93,Coal,2248.5830399999995
G109042,94,Coal,2248.5830399999995
G109042,95,Coal,2248.5830399999995
G109042,96,Coal,2248.5830399999995
G111092,25,Coal,0.0
G111092,26,Coal,0.0
G111092,27,Coal,0.0
G111092,28,Coal,0.0
G111092,29,Coal,0.0
G111092,30,Coal,0.0
G111092,31,Coal,0.0
G111092,32,Coal,0.0
G111092,33,Coal,0.0
G111092,34,Coal,0.0
G111092,35,Coal,0.0
G111092,36,Coal,0.0
G111092,37,Coal,0.0
G111092,38,Coal,0.0
G111092,39,Coal,0.0
G111092,40,Coal,0.0
G111092,41,Coal,0.0
G111092,42,Coal,0.0
G111092,43,Coal,0.0
G111092,44,Coal,0.0
G111092,45,Coal,0.0
G111092,46,Coal,0.0
G111092,47,Coal,0.0
G111092,48,Coal,0.0
G111092,49,Coal,0.0
G111092,50,Coal,0.0
G111092,51,Coal,0.0
G111092,52,Coal,0.0
G111092,53,Coal,0.0
G111092,54,Coal,0.0
G111092,55,Coal,0.0
G111092,56,Coal,0.0
G111092,57,Coal,0.0
G111092,58,Coal,0.0
G111092,59,Coal,0.0
G111092,60,Coal,0.0
G111092,61,Coal,0.0
G111092,62,Coal,0.0
G111092,63,Coal,0.0
G111092,64,Coal,0.0
G111092,65,Coal,0.0
G111092,66,Coal,0.0
G111092,67,Coal,0.0
G111092,68,Coal,0.0
G111092,69,Coal,0.0
G111092,70,Coal,0.0
G111092,71,Coal,0.0
G111092,72,Coal,0.0
G111092,73,Coal,1595.813731620685
G111092,74,Coal,1595.813731620685
G111092,75,Coal,1595.813731620685
G111092,76,Coal,1595.813731620685
G111092,77,Coal,1595.813731620685
G111092,78,Coal,1595.813731620685
G111092,79,Coal,1595.813731620685
G111092,80,Coal,1595.813731620685
G111092,81,Coal,1595.813731620685
G111092,82,Coal,1595.813731620685
G111092,83,Coal,1595.813731620685
G111092,84,Coal,1595.813731620685
G111092,85,Coal,1595.813731620685
G111092,86,Coal,1595.813731620685
G111092,87,Coal,1595.813731620685
G111092,88,Coal,1595.813731620685
G111092,89,Coal,1595.813731620685
G111092,90,Coal,1595.813731620685
G111092,91,Coal,1595.813731620685
G111092,92,Coal,1595.813731620685
G111092,93,Coal,1595.813731620685
G111092,94,Coal,1595.813731620685
G111092,95,Coal,1595.8137316206848
G111092,96,Coal,1595.813731620705
G111093,25,Coal,0.0
G111093,26,Coal,0.0
G111093,27,Coal,0.0
G111093,28,Coal,0.0
G111093,29,Coal,0.0
G111093,30,Coal,0.0
G111093,31,Coal,0.0
G111093,32,Coal,0.0
G111093,33,Coal,0.0
G111093,34,Coal,0.0
G111093,35,Coal,0.0
G111093,36,Coal,0.0
G111093,37,Coal,0.0
G111093,38,Coal,0.0
G111093,39,Coal,0.0
G111093,40,Coal,0.0
G111093,41,Coal,0.0
G111093,42,Coal,0.0
G111093,43,Coal,0.0
G111093,44,Coal,0.0
G111093,45,Coal,0.0
G111093,46,Coal,0.0
G111093,47,Coal,0.0
G111093,48,Coal,0.0
G111093,49,Coal,0.0
G111093,50,Coal,0.0
G111093,51,Coal,0.0
G111093,52,Coal,0.0
G111093,53,Coal,0.0
G111093,54,Coal,0.0
G111093,55,Coal,0.0
G111093,56,Coal,0.0
G111093,57,Coal,0.0
G111093,58,Coal,0.0
G111093,59,Coal,0.0
G111093,60,Coal,0.0
G111093,61,Coal,0.0
G111093,62,Coal,0.0
G111093,63,Coal,0.0
G111093,64,Coal,0.0
G111093,65,Coal,0.0
G111093,66,Coal,0.0
G111093,67,Coal,0.0
G111093,68,Coal,0.0
G111093,69,Coal,0.0
G111093,70,Coal,0.0
G111093,71,Coal,0.0
G111093,72,Coal,0.0
G111093,73,Coal,0.0
G111093,74,Coal,0.0
G111093,75,Coal,0.0
G111093,76,Coal,0.0
G111093,77,Coal,0.0
G111093,78,Coal,0.0
G111093,79,Coal,0.0
G111093,80,Coal,0.0
G111093,81,Coal,0.0
G111093,82,Coal,0.0
G111093,83,Coal,0.0
G111093,84,Coal,0.0
G111093,85,Coal,0.0
G111093,86,Coal,0.0
G111093,87,Coal,0.0
G111093,88,Coal,0.0
G111093,89,Coal,0.0
G111093,90,Coal,0.0
G111093,91,Coal,0.0
G111093,92,Coal,0.0
G111093,93,Coal,0.0
G111093,94,Coal,0.0
G111093,95,Coal,0.0
G111093,96,Coal,0.0
G112778,1,Coal,0.0
G112778,2,Coal,0.0
G112778,3,Coal,0.0
G112778,4,Coal,0.0
G112778,5,Coal,0.0
G112778,6,Coal,0.0
G112778,7,Coal,0.0
G112778,8,Coal,0.0
G112778,9,Coal,0.0
G112778,10,Coal,0.0
G112778,11,Coal,0.0
G112778,12,Coal,0.0
G112778,13,Coal,0.0
G112778,14,Coal,0.0
G112778,15,Coal,0.0
G112778,16,Coal,0.0
G112778,17,Coal,0.0
G112778,18,Coal,0.0
G112778,19,Coal,0.0
G112778,20,Coal,0.0
G112778,21,Coal,0.0
G112778,22,Coal,0.0
G112778,23,Coal,0.0
G112778,24,Coal,0.0
G112778,25,Coal,0.0
G112778,26,Coal,0.0
G112778,27,Coal,0.0
G112778,28,Coal,0.0
G112778,29,Coal,0.0
G112778,30,Coal,0.0
G112778,31,Coal,0.0
G112778,32,Coal,0.0
G112778,33,Coal,0.0
G112778,34,Coal,0.0
G112778,35,Coal,0.0
G112778,36,Coal,0.0
G112778,37,Coal,0.0
G112778,38,Coal,0.0
G112778,39,Coal,0.0
G112778,40,Coal,0.0
G112778,41,Coal,0.0
G112778,42,Coal,0.0
G112778,43,Coal,0.0
G112778,44,Coal,0.0
G112778,45,Coal,0.0
G112778,46,Coal,0.0
G112778,47,Coal,0.0
G112778,48,Coal,0.0
G112778,49,Coal,0.0
G112778,50,Coal,0.0
G112778,51,Coal,0.0
G112778,52,Coal,0.0
G112778,53,Coal,0.0
G112778,54,Coal,0.0
G112778,55,Coal,0.0
G112778,56,Coal,0.0
G112778,57,Coal,0.0
G112778,58,Coal,0.0
G112778,59,Coal,0.0
G112778,60,Coal,0.0
G112778,61,Coal,0.0
G112778,62,Coal,0.0
G112778,63,Coal,0.0
G112778,64,Coal,0.0
G112778,65,Coal,0.0
G112778,66,Coal,0.0
G112778,67,Coal,0.0
G112778,68,Coal,0.0
G112778,69,Coal,0.0
G112778,70,Coal,0.0
G112778,71,Coal,0.0
G112778,72,Coal,0.0
G112778,73,Coal,0.0
G112778,74,Coal,0.0
G112778,75,Coal,0.0
G112778,76,Coal,0.0
G112778,77,Coal,0.0
G112778,78,Coal,0.0
G112778,79,Coal,0.0
G112778,80,Coal,0.0
G112778,81,Coal,0.0
G112778,82,Coal,0.0
G112778,83,Coal,0.0
G112778,84,Coal,0.0
G112778,85,Coal,0.0
G112778,86,Coal,0.0
G112778,87,Coal,0.0
G112778,88,Coal,0.0
G112778,89,Coal,0.0
G112778,90,Coal,0.0
G112778,91,Coal,0.0
G112778,92,Coal,0.0
G112778,93,Coal,0.0
G112778,94,Coal,0.0
G112778,95,Coal,0.0
G112778,96,Coal,0.0
G112779,1,Coal,0.0
G112779,2,Coal,0.0
G112779,3,Coal,0.0
G112779,4,Coal,0.0
G112779,5,Coal,0.0
G112779,6,Coal,0.0
G112779,7,Coal,0.0
G112779,8,Coal,0.0
G112779,9,Coal,0.0
G112779,10,Coal,0.0
G112779,11,Coal,0.0
G112779,12,Coal,0.0
G112779,13,Coal,0.0
G112779,14,Coal,0.0
G112779,15,Coal,0.0
G112779,16,Coal,0.0
G112779,17,Coal,0.0
G112779,18,Coal,0.0
G112779,19,Coal,0.0
G112779,20,Coal,0.0
G112779,21,Coal,0.0
G112779,22,Coal,0.0
G112779,23,Coal,0.0
G112779,24,Coal,0.0
G112779,25,Coal,0.0
G112779,26,Coal,0.0
G112779,27,Coal,0.0
G112779,28,Coal,0.0
G112779,29,Coal,0.0
G112779,30,Coal,0.0
G112779,31,Coal,0.0
G112779,32,Coal,0.0
G112779,33,Coal,0.0
G112779,34,Coal,0.0
G112779,35,Coal,0.0
G112779,36,Coal,0.0
G112779,37,Coal,0.0
G112779,38,Coal,0.0
G112779,39,Coal,0.0
G112779,40,Coal,0.0
G112779,41,Coal,0.0
G112779,42,Coal,0.0
G112779,43,Coal,0.0
G112779,44,Coal,0.0
G112779,45,Coal,0.0
G112779,46,Coal,0.0
G112779,47,Coal,0.0
G112779,48,Coal,0.0
G112779,49,Coal,0.0
G112779,50,Coal,0.0
G112779,51,Coal,0.0
G112779,52,Coal,0.0
G112779,53,Coal,0.0
G112779,54,Coal,0.0
G112779,55,Coal,0.0
G112779,56,Coal,0.0
G112779,57,Coal,0.0
G112779,58,Coal,0.0
G112779,59,Coal,0.0
G112779,60,Coal,0.0
G112779,61,Coal,0.0
G112779,62,Coal,0.0
G112779,63,Coal,0.0
G112779,64,Coal,0.0
G112779,65,Coal,0.0
G112779,66,Coal,0.0
G112779,67,Coal,0.0
G112779,68,Coal,0.0
G112779,69,Coal,0.0
G112779,70,Coal,0.0
G112779,71,Coal,0.0
G112779,72,Coal,0.0
G112779,73,Coal,0.0
G112779,74,Coal,0.0
G112779,75,Coal,0.0
G112779,76,Coal,0.0
G112779,77,Coal,0.0
G112779,78,Coal,0.0
G112779,79,Coal,0.0
G112779,80,Coal,0.0
G112779,81,Coal,0.0
G112779,82,Coal,0.0
G112779,83,Coal,0.0
G112779,84,Coal,0.0
G112779,85,Coal,0.0
G112779,86,Coal,0.0
G112779,87,Coal,0.0
G112779,88,Coal,0.0
G112779,89,Coal,0.0
G112779,90,Coal,0.0
G112779,91,Coal,0.0
G112779,92,Coal,0.0
G112779,93,Coal,0.0
G112779,94,Coal,0.0
G112779,95,Coal,0.0
G112779,96,Coal,0.0
G114088,1,Coal,0.0
G114088,2,Coal,0.0
G114088,3,Coal,0.0
G114088,4,Coal,0.0
G114088,5,Coal,0.0
G114088,6,Coal,0.0
G114088,7,Coal,0.0
G114088,8,Coal,0.0
G114088,9,Coal,0.0
G114088,10,Coal,0.0
G114088,11,Coal,0.0
G114088,12,Coal,0.0
G114088,13,Coal,0.0
G114088,14,Coal,0.0
G114088,15,Coal,0.0
G114088,16,Coal,0.0
G114088,17,Coal,0.0
G114088,18,Coal,0.0
G114088,19,Coal,0.0
G114088,20,Coal,0.0
G114088,21,Coal,0.0
G114088,22,Coal,0.0
G114088,23,Coal,0.0
G114088,24,Coal,0.0
G114088,25,Coal,0.0
G114088,26,Coal,0.0
G114088,27,Coal,0.0
G114088,28,Coal,0.0
G114088,29,Coal,0.0
G114088,30,Coal,0.0
G114088,31,Coal,0.0
G114088,32,Coal,0.0
G114088,33,Coal,0.0
G114088,34,Coal,0.0
G114088,35,Coal,0.0
G114088,36,Coal,0.0
G114088,37,Coal,0.0
G114088,38,Coal,0.0
G114088,39,Coal,0.0
G114088,40,Coal,0.0
G114088,41,Coal,0.0
G114088,42,Coal,0.0
G114088,43,Coal,0.0
G114088,44,Coal,0.0
G114088,45,Coal,0.0
G114088,46,Coal,0.0
G114088,47,Coal,0.0
G114088,48,Coal,0.0
G114088,49,Coal,0.0
G114088,50,Coal,0.0
G114088,51,Coal,0.0
G114088,52,Coal,0.0
G114088,53,Coal,0.0
G114088,54,Coal,0.0
G114088,55,Coal,0.0
G114088,56,Coal,0.0
G114088,57,Coal,0.0
G114088,58,Coal,0.0
G114088,59,Coal,0.0
G114088,60,Coal,0.0
G114088,61,Coal,0.0
G114088,62,Coal,0.0
G114088,63,Coal,0.0
G114088,64,Coal,0.0
G114088,65,Coal,0.0
G114088,66,Coal,0.0
G114088,67,Coal,0.0
G114088,68,Coal,0.0
G114088,69,Coal,0.0
G114088,70,Coal,0.0
G114088,71,Coal,0.0
G114088,72,Coal,0.0
G114088,73,Coal,0.0
G114088,74,Coal,0.0
G114088,75,Coal,0.0
G114088,76,Coal,0.0
G114088,77,Coal,0.0
G114088,78,Coal,0.0
G114088,79,Coal,0.0
G114088,80,Coal,0.0
G114088,81,Coal,0.0
G114088,82,Coal,0.0
G114088,83,Coal,0.0
G114088,84,Coal,0.0
G114088,85,Coal,0.0
G114088,86,Coal,0.0
G114088,87,Coal,0.0
G114088,88,Coal,0.0
G114088,89,Coal,0.0
G114088,90,Coal,0.0
G114088,91,Coal,0.0
G114088,92,Coal,0.0
G114088,93,Coal,0.0
G114088,94,Coal,0.0
G114088,95,Coal,0.0
G114088,96,Coal,0.0
G114089,1,Coal,0.0
G114089,2,Coal,0.0
G114089,3,Coal,0.0
G114089,4,Coal,0.0
G114089,5,Coal,0.0
G114089,6,Coal,0.0
G114089,7,Coal,0.0
G114089,8,Coal,0.0
G114089,9,Coal,0.0
G114089,10,Coal,0.0
G114089,11,Coal,0.0
G114089,12,Coal,0.0
G114089,13,Coal,0.0
G114089,14,Coal,0.0
G114089,15,Coal,0.0
G114089,16,Coal,0.0
G114089,17,Coal,0.0
G114089,18,Coal,0.0
G114089,19,Coal,0.0
G114089,20,Coal,0.0
G114089,21,Coal,0.0
G114089,22,Coal,0.0
G114089,23,Coal,0.0
G114089,24,Coal,0.0
G114089,25,Coal,0.0
G114089,26,Coal,0.0
G114089,27,Coal,0.0
G114089,28,Coal,0.0
G114089,29,Coal,0.0
G114089,30,Coal,0.0
G114089,31,Coal,0.0
G114089,32,Coal,0.0
G114089,33,Coal,0.0
G114089,34,Coal,0.0
G114089,35,Coal,0.0
G114089,36,Coal,0.0
G114089,37,Coal,0.0
G114089,38,Coal,0.0
G114089,39,Coal,0.0
G114089,40,Coal,0.0
G114089,41,Coal,0.0
G114089,42,Coal,0.0
G114089,43,Coal,0.0
G114089,44,Coal,0.0
G114089,45,Coal,0.0
G114089,46,Coal,0.0
G114089,47,Coal,0.0
G114089,48,Coal,0.0
G114089,49,Coal,0.0
G114089,50,Coal,0.0
G114089,51,Coal,0.0
G114089,52,Coal,0.0
G114089,53,Coal,0.0
G114089,54,Coal,0.0
G114089,55,Coal,0.0
G114089,56,Coal,0.0
G114089,57,Coal,0.0
G114089,58,Coal,0.0
G114089,59,Coal,0.0
G114089,60,Coal,0.0
G114089,61,Coal,0.0
G114089,62,Coal,0.0
G114089,63,Coal,0.0
G114089,64,Coal,0.0
G114089,65,Coal,0.0
G114089,66,Coal,0.0
G114089,67,Coal,0.0
G114089,68,Coal,0.0
G114089,69,Coal,0.0
G114089,70,Coal,0.0
G114089,71,Coal,0.0
G114089,72,Coal,0.0
G114089,73,Coal,0.0
G114089,74,Coal,0.0
G114089,75,Coal,0.0
G114089,76,Coal,0.0
G114089,77,Coal,0.0
G114089,78,Coal,0.0
G114089,79,Coal,0.0
G114089,80,Coal,0.0
G114089,81,Coal,0.0
G114089,82,Coal,0.0
G114089,83,Coal,0.0
G114089,84,Coal,0.0
G114089,85,Coal,0.0
G114089,86,Coal,0.0
G114089,87,Coal,0.0
G114089,88,Coal,0.0
G114089,89,Coal,0.0
G114089,90,Coal,0.0
G114089,91,Coal,0.0
G114089,92,Coal,0.0
G114089,93,Coal,0.0
G114089,94,Coal,0.0
G114089,95,Coal,0.0
G114089,96,Coal,0.0
G114090,1,Coal,0.0
G114090,2,Coal,0.0
G114090,3,Coal,0.0
G114090,4,Coal,0.0
G114090,5,Coal,0.0
G114090,6,Coal,0.0
G114090,7,Coal,0.0
G114090,8,Coal,0.0
G114090,9,Coal,0.0
G114090,10,Coal,0.0
G114090,11,Coal,0.0
G114090,12,Coal,0.0
G114090,13,Coal,0.0
G114090,14,Coal,0.0
G114090,15,Coal,0.0
G114090,16,Coal,0.0
G114090,17,Coal,0.0
G114090,18,Coal,0.0
G114090,19,Coal,0.0
G114090,20,Coal,0.0
G114090,21,Coal,0.0
G114090,22,Coal,0.0
G114090,23,Coal,0.0
G114090,24,Coal,0.0
G114090,25,Coal,0.0
G114090,26,Coal,0.0
G114090,27,Coal,0.0
G114090,28,Coal,0.0
G114090,29,Coal,0.0
G114090,30,Coal,0.0
G114090,31,Coal,0.0
G114090,32,Coal,0.0
G114090,33,Coal,0.0
G114090,34,Coal,0.0
G114090,35,Coal,0.0
G114090,36,Coal,0.0
G114090,37,Coal,0.0
G114090,38,Coal,0.0
G114090,39,Coal,0.0
G114090,40,Coal,0.0
G114090,41,Coal,0.0
G114090,42,Coal,0.0
G114090,43,Coal,0.0
G114090,44,Coal,0.0
G114090,45,Coal,0.0
G114090,46,Coal,0.0
G114090,47,Coal,0.0
G114090,48,Coal,0.0
G114090,49,Coal,0.0
G114090,50,Coal,0.0
G114090,51,Coal,0.0
G114090,52,Coal,0.0
G114090,53,Coal,0.0
G114090,54,Coal,0.0
G114090,55,Coal,0.0
G114090,56,Coal,0.0
G114090,57,Coal,0.0
G114090,58,Coal,0.0
G114090,59,Coal,0.0
G114090,60,Coal,0.0
G114090,61,Coal,0.0
G114090,62,Coal,0.0
G114090,63,Coal,0.0
G114090,64,Coal,0.0
G114090,65,Coal,0.0
G114090,66,Coal,0.0
G114090,67,Coal,0.0
G114090,68,Coal,0.0
G114090,69,Coal,0.0
G114090,70,Coal,0.0
G114090,71,Coal,0.0
G114090,72,Coal,0.0
G114090,73,Coal,0.0
G114090,74,Coal,0.0
G114090,75,Coal,0.0
G114090,76,Coal,0.0
G114090,77,Coal,0.0
G114090,78,Coal,0.0
G114090,79,Coal,0.0
G114090,80,Coal,0.0
G114090,81,Coal,0.0
G114090,82,Coal,0.0
G114090,83,Coal,0.0
G114090,84,Coal,0.0
G114090,85,Coal,0.0
G114090,86,Coal,0.0
G114090,87,Coal,0.0
G114090,88,Coal,0.0
G114090,89,Coal,0.0
G114090,90,Coal,0.0
G114090,91,Coal,0.0
G114090,92,Coal,0.0
G114090,93,Coal,0.0
G114090,94,Coal,0.0
G114090,95,Coal,0.0
G114090,96,Coal,0.0
outside_coal,1,Coal,0.0
outside_coal,2,Coal,0.0
outside_coal,3,Coal,0.0
outside_coal,4,Coal,0.0
outside_coal,5,Coal,0.0
outside_coal,6,Coal,0.0
outside_coal,7,Coal,0.0
outside_coal,8,Coal,0.0
outside_coal,9,Coal,0.0
outside_coal,10,Coal,0.0
outside_coal,11,Coal,0.0
outside_coal,12,Coal,0.0
outside_coal,13,Coal,0.0
outside_coal,14,Coal,0.0
outside_coal,15,Coal,0.0
outside_coal,16,Coal,0.0
outside_coal,17,Coal,0.0
outside_coal,18,Coal,0.0
outside_coal,19,Coal,0.0
outside_coal,20,Coal,0.0
outside_coal,21,Coal,0.0
outside_coal,22,Coal,0.0
outside_coal,23,Coal,0.0
outside_coal,24,Coal,0.0
outside_coal,25,Coal,0.0
outside_coal,26,Coal,0.0
outside_coal,27,Coal,0.0
outside_coal,28,Coal,0.0
outside_coal,29,Coal,0.0
outside_coal,30,Coal,0.0
outside_coal,31,Coal,0.0
outside_coal,32,Coal,0.0
outside_coal,33,Coal,0.0
outside_coal,34,Coal,0.0
outside_coal,35,Coal,0.0
outside_coal,36,Coal,0.0
outside_coal,37,Coal,0.0
outside_coal,38,Coal,0.0
outside_coal,39,Coal,0.0
outside_coal,40,Coal,0.0
outside_coal,41,Coal,0.0
outside_coal,42,Coal,0.0
outside_coal,43,Coal,0.0
outside_coal,44,Coal,0.0
outside_coal,45,Coal,0.0
outside_coal,46,Coal,0.0
outside_coal,47,Coal,0.0
outside_coal,48,Coal,0.0
outside_coal,49,Coal,0.0
outside_coal,50,Coal,0.0
outside_coal,51,Coal,0.0
outside_coal,52,Coal,0.0
outside_coal,53,Coal,0.0
outside_coal,54,Coal,0.0
outside_coal,55,Coal,0.0
outside_coal,56,Coal,0.0
outside_coal,57,Coal,0.0
outside_coal,58,Coal,0.0
outside_coal,59,Coal,0.0
outside_coal,60,Coal,0.0
outside_coal,61,Coal,0.0
outside_coal,62,Coal,0.0
outside_coal,63,Coal,0.0
outside_coal,64,Coal,0.0
outside_coal,65,Coal,0.0
outside_coal,66,Coal,0.0
outside_coal,67,Coal,0.0
outside_coal,68,Coal,0.0
outside_coal,69,Coal,0.0
outside_coal,70,Coal,0.0
outside_coal,71,Coal,0.0
outside_coal,72,Coal,0.0
outside_coal,73,Coal,0.0
outside_coal,74,Coal,0.0
outside_coal,75,Coal,0.0
outside_coal,76,Coal,0.0
outside_coal,77,Coal,0.0
outside_coal,78,Coal,0.0
outside_coal,79,Coal,0.0
outside_coal,80,Coal,0.0
outside_coal,81,Coal,0.0
outside_coal,82,Coal,0.0
outside_coal,83,Coal,0.0
outside_coal,84,Coal,0.0
outside_coal,85,Coal,0.0
outside_coal,86,Coal,0.0
outside_coal,87,Coal,0.0
outside_coal,88,Coal,0.0
outside_coal,89,Coal,0.0
outside_coal,90,Coal,0.0
outside_coal,91,Coal,0.0
outside_coal,92,Coal,0.0
outside_coal,93,Coal,0.0
outside_coal,94,Coal,0.0
outside_coal,95,Coal,0.0
outside_coal,96,Coal,0.0
