load_zone,timestamp,component,injects_or_withdraws,value
inside_lvliang,67,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,67,zone_demand_mw,withdraws,-2765.902806
inside_lvliang,68,InjectIntoDistributedGrid,injects,2809.352111
inside_lvliang,68,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,68,zone_demand_mw,withdraws,-2809.352111
inside_lvliang,69,InjectIntoDistributedGrid,injects,2736.488167
inside_lvliang,69,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,69,zone_demand_mw,withdraws,-2736.488167
inside_lvliang,70,InjectIntoDistributedGrid,injects,2718.946587
inside_lvliang,70,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,70,zone_demand_mw,withdraws,-2718.946587
inside_lvliang,71,InjectIntoDistributedGrid,injects,2621.304767
inside_lvliang,71,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,71,zone_demand_mw,withdraws,-2621.304767
inside_lvliang,72,InjectIntoDistributedGrid,injects,2483.380726
inside_lvliang,72,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,72,zone_demand_mw,withdraws,-2483.380726
inside_lvliang,73,InjectIntoDistributedGrid,injects,2441.535983
inside_lvliang,73,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,73,zone_demand_mw,withdraws,-2441.535983
inside_lvliang,74,InjectIntoDistributedGrid,injects,2424.081988
inside_lvliang,74,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,74,zone_demand_mw,withdraws,-2424.081988
inside_lvliang,75,InjectIntoDistributedGrid,injects,2396.420806
inside_lvliang,75,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,75,zone_demand_mw,withdraws,-2396.420806
inside_lvliang,76,InjectIntoDistributedGrid,injects,2364.030018
inside_lvliang,76,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,76,zone_demand_mw,withdraws,-2364.030018
inside_lvliang,77,InjectIntoDistributedGrid,injects,2336.183154
inside_lvliang,77,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,77,zone_demand_mw,withdraws,-2336.183154
inside_lvliang,78,InjectIntoDistributedGrid,injects,2338.782686
inside_lvliang,78,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,78,zone_demand_mw,withdraws,-2338.782686
inside_lvliang,79,InjectIntoDistributedGrid,injects,2390.845127
inside_lvliang,79,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,79,zone_demand_mw,withdraws,-2390.845127
inside_lvliang,80,InjectIntoDistributedGrid,injects,2493.216553
inside_lvliang,80,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,80,zone_demand_mw,withdraws,-2493.216553
inside_lvliang,81,InjectIntoDistributedGrid,injects,2491.179319
inside_lvliang,81,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,81,zone_demand_mw,withdraws,-2491.179319
inside_lvliang,82,InjectIntoDistributedGrid,injects,2524.32334
inside_lvliang,82,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,82,zone_demand_mw,withdraws,-2524.32334
inside_lvliang,83,InjectIntoDistributedGrid,injects,2441.530728
inside_lvliang,83,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,83,zone_demand_mw,withdraws,-2441.530728
inside_lvliang,84,InjectIntoDistributedGrid,injects,2428.718753
inside_lvliang,84,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,84,zone_demand_mw,withdraws,-2428.718753
inside_lvliang,85,InjectIntoDistributedGrid,injects,2441.246951
inside_lvliang,85,ZoneTotalDistributedDispatch,injects,0.0
inside_lvliang,85,zone_demand_mw,withdraws,-2441.246951
inside_lvliang,86,InjectIntoDistributedGrid,injects,2338.313229
