timestamp,G106344,G106345,G106346,G106347,G106348,G106349,G106470,G106471,G109041,G109042,G111092,G111093,G112778,G112779,G114088,G114089,G114090,outside_coal,s1,s10,s11,s2,s3,s4,s5,s6,s7,s8,s9,w1,w10,w11,w2,w3,w4,w5,w6,w7,w8,w9
20250121,0,0,485.76,485.76,242.88,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,109.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.057,0,0,0,0,0,0,0,0,0,0
20250122,0,0,485.76,485.76,242.88,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,109.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.275,0,0,0,0,0,0,0,0,0,0
20250123,0,0,485.76,485.76,242.88,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,109.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.631,0,0,0,0,0,0,0,0,0,0
20300100,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.116,0,0,0,0,0,0,132.533,0,0,0
20300101,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.868,0,0,0,0,0,0,129.373,0,0,0
20300102,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.99,0,0,0,0,0,0,126.017,0,0,0
20300103,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.893,0,0,0,0,0,0,122.661,0,0,0
20300104,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.074,0,0,0,0,0,0,119.305,0,0,0
20300105,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.31,0,0,0,0,0,0,117.597,0,0,0
20300106,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.957,0,0,0,0,0,0,115.89,0,0,0
20300107,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.603,0,0,0,0,0,0,114.183,0,0,0
20300108,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.332,0,0,0,0,0,0,141.79,0,0,0
20300109,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,98.1065,0,0,0,0,0,0,359.269,0,0,0,0,0,0,169.263,0,0,0
20300110,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,195.468,0,0,0,0,0,0,397.101,0,0,0,0,0,0,197.179,0,0,0
20300111,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,281.415,0,0,0,0,0,0,413.597,0,0,0,0,0,0,211.398,0,0,0
20300112,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,275.725,0,0,0,0,0,0,430.094,0,0,0,0,0,0,225.617,0,0,0
20300113,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.918,0,0,0,0,0,0,239.836,0,0,0
20300114,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,339.459,0,0,0,0,0,0,17.9085,0,0,0,0,0,0,0,0,0,0
20300115,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,216.471,0,0,0,0,0,0,406.984,0,0,0,0,0,0,203.784,0,0,0
20300116,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,144.12,0,0,0,0,0,0,387.181,0,0,0,0,0,0,185.758,0,0,0
20300117,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,192.322,0,0,0,0,0,0,67.3029,0,0,0,0,0,0,165.881,0,0,0
20300118,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,99.2729,0,0,0,0,0,0,334.452,0,0,0,0,0,0,146.003,0,0,0
20300119,0,0,485.76,485.76,241.626,242.88,283.36,283.36,242.88,242.88,38.7985,199.099,0,0,0,0,0,0,0,0,0,0,49.4085,0,0,0,0,0,0,308.087,0,0,0,0,0,0,126.126,0,0,0
