ZONE_TIMEPOINTS_1,ZONE_TIMEPOINTS_2,WithdrawFromCentralGrid
outside_lvliang,15,1055.9662090813094
outside_lvliang,16,1055.9662090813094
outside_lvliang,17,1055.9662090813094
outside_lvliang,18,1055.9662090813094
outside_lvliang,19,1055.9662090813094
outside_lvliang,20,1055.9662090813094
outside_lvliang,21,1055.9662090813094
outside_lvliang,22,1055.9662090813094
outside_lvliang,23,1055.9662090813094
outside_lvliang,24,1055.9662090813094
outside_lvliang,25,1055.9662090813094
outside_lvliang,26,1055.9662090813094
outside_lvliang,27,1055.9662090813094
outside_lvliang,28,1055.9662090813094
outside_lvliang,29,1055.9662090813094
outside_lvliang,30,1055.9662090813094
outside_lvliang,31,1055.9662090813094
outside_lvliang,32,1055.9662090813094
outside_lvliang,33,1055.9662090813094
outside_lvliang,34,1055.9662090813094
outside_lvliang,35,1055.9662090813094
outside_lvliang,36,1055.9662090813094
outside_lvliang,37,1055.9662090813094
outside_lvliang,38,1055.9662090813094
outside_lvliang,39,1055.9662090813094
outside_lvliang,40,1055.9662090813094
outside_lvliang,41,1055.9662090813094
outside_lvliang,42,1055.9662090813094
outside_lvliang,43,1055.9662090813094
outside_lvliang,44,1055.9662090813094
outside_lvliang,45,1055.9662090813094
outside_lvliang,46,1055.9662090813094
outside_lvliang,47,1055.9662090813094
outside_lvliang,48,1055.9662090813094
outside_lvliang,49,1055.9662090813094
outside_lvliang,50,1055.9662090813094
outside_lvliang,51,1055.9662090813094
outside_lvliang,52,1055.9662090813094
outside_lvliang,53,1055.9662090813094
outside_lvliang,54,1055.9662090813094
outside_lvliang,55,1055.9662090813094
outside_lvliang,56,1055.9662090813094
outside_lvliang,57,1055.9662090813094
outside_lvliang,58,1055.9662090813094
outside_lvliang,59,1055.9662090813094
outside_lvliang,60,1055.9662090813094
outside_lvliang,61,1055.9662090813094
outside_lvliang,62,1055.9662090813094
outside_lvliang,63,1055.9662090813094
outside_lvliang,64,1055.9662090813094
outside_lvliang,65,1055.9662090813094
outside_lvliang,66,1055.9662090813094
outside_lvliang,67,1055.9662090813094
outside_lvliang,68,1055.9662090813094
outside_lvliang,69,1055.9662090813094
outside_lvliang,70,1055.9662090813094
outside_lvliang,71,1055.9662090813094
outside_lvliang,72,1055.9662090813094
outside_lvliang,73,1055.9662090813094
outside_lvliang,74,1055.9662090813094
outside_lvliang,75,1055.9662090813094
outside_lvliang,76,1055.9662090813094
outside_lvliang,77,1055.9662090813094
outside_lvliang,78,1055.9662090813094
outside_lvliang,79,1055.9662090813094
outside_lvliang,80,1055.9662090813094
outside_lvliang,81,1055.9662090813094
outside_lvliang,82,1055.9662090813094
outside_lvliang,83,1055.9662090813094
outside_lvliang,84,1055.9662090813094
outside_lvliang,85,1055.9662090813094
outside_lvliang,86,1055.9662090813094
outside_lvliang,87,1055.9662090813094
outside_lvliang,88,1055.9662090813094
outside_lvliang,89,1055.9662090813094
outside_lvliang,90,1055.9662090813094
outside_lvliang,91,1055.9662090813094
outside_lvliang,92,1055.9662090813094
outside_lvliang,93,1055.9662090813094
outside_lvliang,94,1055.9662090813094
outside_lvliang,95,1055.9662090813094
outside_lvliang,96,1055.9662090813094
