gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
outside,Coal,2020,0.0,0.0,0.0,10000.0,418610541.55322564,106000000.0,0.0,0.0
outside,Coal,2025,0.0,0.0,0.0,10000.0,418610541.55322564,106000000.0,0.0,0.0
outside,Coal,2030,0.0,0.0,0.0,10000.0,418610541.55322564,106000000.0,0.0,0.0
outside,Coal,2035,0.0,0.0,0.0,10000.0,418610541.55322564,106000000.0,0.0,0.0
wind1,Wind,2020,2405.5786726167707,0.0,0.0,1639.92,83512898.84044267,44031852.0,53.02040307070914,0.16733833211203444
wind1,Wind,2025,2644.9894596341123,0.0,0.0,1639.92,83512898.84044267,44031852.0,48.22126998497992,0.18399237142704533
wind1,Wind,2030,2638.7268425421516,0.0,0.0,1639.92,83512898.84044267,44031852.0,48.33571583997909,0.18355672743387466
wind1,Wind,2035,1960.4032153599555,0.0,0.0,1639.92,83512898.84044267,44031852.0,65.06046809203167,0.13637076519661417
wind10,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind10,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind10,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind10,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind11,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind11,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind11,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind11,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind2,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind2,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind2,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind2,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind3,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind3,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind3,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind3,Wind,2035,4396.963222685443,0.0,0.0,3066.16,156144147.21974954,82326396.0,54.23528265813053,0.16358992491450003
wind4,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind4,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind4,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind4,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind5,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind5,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind5,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind5,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind6,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind6,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind6,Wind,2030,1289.2299874306793,0.0,0.0,804.28,40957945.67990586,21594918.0,48.519553756710366,0.18286124110391666
wind6,Wind,2035,869.1314902438205,0.0,0.0,804.28,40957945.67990586,21594918.0,71.9716917199234,0.12327549354108333
wind7,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind7,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind7,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind7,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind8,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind8,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind8,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind8,Wind,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind9,Wind,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind9,Wind,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind9,Wind,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind9,Wind,2035,979.3762418214992,0.0,0.0,961.1149590758713,48944763.373420306,25805936.651187144,76.32480433217563,0.11624459303094493
