PERIOD,SystemCostPerYear_Real,SystemDemandPerYear_MWh,EnergyCostReal_per_MWh
2020,1883380114.3927305,30550324.752947997,61.64844824476018
2025,1905075850.235209,30550324.752947997,62.35861208157455
2030,1914518909.8767164,30550324.752947997,62.667710584384935
2035,1987777849.417621,30550324.752947997,65.06568638769731
