period,timepoint_label,G106344,G106345,G106346,G106347,G106348,G106349,G106470,G106470_H2,G106471,G109041,G109041_H2,G109042,G109042_H2,G111092,G111093,G112778,G112779,G114088,G114089,G114090,H2,outside_coal,outside_coal_H2,s1,s10,s11,s2,s3,s4,s5,s6,s7,s8,s9,w1,w10,w11,w2,w3,w4,w5,w6,w7,w8,w9
2020,20200100,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.09075161629517,0.0,1.9698996530489272,1.4901097277276427,57.53065592771102,0.0,38.25595638823433,14.7165473366504,0.0,13.681361530295677,0.0
2020,20200101,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.4907722861429,3.8143380083148286,1.9217512828188987,1.4145446309209815,55.43634693208461,3.482780409503157,5.404940004478249,14.446964191240337,10.130823269226852,13.530716840373538,20.01457139138413
2020,20200102,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0861581177278,0.0,0.0,0.0,53.44483645798411,3.246260084785035,35.54343788962482,13.972614398060928,9.694806492085204,13.41780429500928,19.5392780159636
2020,20200103,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.9675914454933,3.6220351139344715,1.8519116078484372,1.2198597703581995,51.45332598388361,3.009739704564407,34.10851052201568,13.498264604881516,9.258789714943557,13.304891914122608,19.063984640543065
2020,20200104,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.706002655249,3.5258836467678716,1.8169917703632066,1.1225173279696872,49.4618155097831,2.7732193243437786,32.67358277950098,13.023914811702102,8.82277293780191,13.191979533235937,18.588691265122538
2020,20200105,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,2.0824775195665097,1.4963451857634311,0.0020134933314264456,0.001897180610531588,6.129434265930173,1.1018978338953356,3.5335115956662304,0.0018705604699258496,0.8431270162607954,1.7795771706645496,0.35279683231413606,290.9485951945239,3.4569429012988144,1.7465518334100578,1.1115013003689713,47.42054920270686,2.7370879140025965,32.01723900999491,12.763033411300485,8.689076174002333,13.667099679016225,18.09071140116719
2020,20200106,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,6.394450156537455,2.9926903715268622,0.004026986662852891,0.0037943611122945343,12.258868531860346,2.203795604616965,7.067023191332461,0.003741120939851699,1.6862540785285292,3.559154250688564,0.7055936646282721,281.1911877337987,3.3880021957825974,1.6761119129204851,1.1004852485540129,18.967952968562713,2.7009565036614145,31.360895240488844,12.502152010898865,8.555379321505075,14.14221998927409,17.592731690674164
2020,20200107,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,9.591675234806184,4.489035557290294,0.006040479994279337,0.005691541722826122,18.38830279779052,3.3056934385123005,10.60053478699869,0.005611681409777548,0.0,5.338731421353113,1.0583904969424083,130.52047451318003,0.0,0.0,1.0894691967390542,43.338016925356875,2.664825093320232,30.704551470982768,12.241270698843424,8.42168246900782,14.617340135054375,17.094751826718817
2020,20200108,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,31.483658892706465,14.3948685944822,0.018901225132119514,0.018212414447331193,57.90753885265252,10.577917525677886,32.45674997454683,0.0181940236445074,7.889821130502516,16.167859174081546,3.39391210666444,304.3881133643904,0.0,0.0,0.0,0.0,0.0,0.0,15.89037709944178,10.689083633445522,17.92376539915282,20.722090091062945
2020,20200109,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,53.349158425842575,24.288377071240003,0.031745320139304575,0.030717552265038917,97.37576272330305,17.841002651787104,54.28352492673716,0.030760898984263756,13.24324681037841,26.98218414908339,0.0,64.95017437793604,0.0,2.2191223367376294,2.0187885155083243,60.611466174962636,4.855247505689348,0.0,19.566552680198132,13.006222465843637,21.31306154243698,24.346607564464993
2020,202001010,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,75.04848204039385,34.10568756648374,0.044491207294380594,0.04313039184129984,136.54338488099165,25.050480213198473,75.96712054903315,0.04323497480808215,18.555175566089616,37.7192963496837,8.041178367017094,76.12523444931048,0.0,0.0,0.0,0.0,0.0,52.884171414438,0.0,15.280796523024677,24.63373994050295,0.0
2020,202001011,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,89.13634241748926,0.0,0.05210250532864054,0.0510198918822898,161.4533667431189,29.6327656094466,89.28918377663105,0.050995765292692695,21.772465284603243,44.07563238196978,9.498920696018326,417.6355925690425,6.136555008631257,2.6497539544950826,2.696210941136015,73.88544807360533,0.0,56.3924505586635,24.430238075804606,16.363937830666472,18.231680018554016,29.631187746842674
2020,202001012,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,103.2242027945847,46.47136387812541,0.0,0.0,186.36334860524616,0.0,102.61124719237674,0.0,24.989754957109927,0.0,0.0,0.0,6.518944453463879,0.0,0.0,0.0,0.0,0.0,3.588229224101269,17.44707904961059,0.0,0.0
2020,202001013,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,117.3120631716801,52.65420211840675,0.06732510150707678,0.06679889218180703,211.2733304673734,38.79733652829028,0.0,0.06651734626191379,28.207044675623564,56.788304537182476,0.0,145.7243227230947,6.901333898296501,0.0,3.121153128299823,0.0,0.0,0.0,26.932606863775487,0.0,0.0,33.08055575627527
2020,202001014,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,105.69202166649974,0.0,0.05989087048975375,0.060122054598394384,0.0,34.919375289601525,103.79789353259697,0.0,25.183460637926945,14.330791237918675,0.0,424.0167382176601,6.521647782576733,0.0,0.0,0.0,0.0,60.06288572522855,0.0,17.189222474039397,0.0,0.0
2020,202001015,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,94.07198035221383,0.0,0.0,0.053445217123750395,168.20342001253604,31.04141411408649,0.0,0.0,22.15987664623727,0.0,0.0,0.0,6.1419616269041235,0.0,2.58723512902765,66.98493081820288,6.205642365003711,0.0,0.0,0.0,0.0,0.0
2020,202001016,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,82.45193903792791,35.7158484263663,0.045022408565024014,0.04676837954033776,146.6684651270794,27.163452875397745,79.52705938154614,0.04564956759687257,19.136292608540657,37.85221126795204,8.420809789156465,0.4987210844014953,5.762275511184356,0.0,2.3202761051773204,65.55826532068086,5.574060858718707,0.0,20.780093519285252,14.50722670761342,22.26259375799988,28.368879733510806
2020,202001017,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,60.12644971361422,25.91487782812643,0.03262552092076072,0.034114899350809386,107.0424620325504,0.0,0.0,0.03318365145466091,13.938887774219456,0.0,6.110011843895678,364.10173808653013,0.0,0.0,0.0,0.0,0.0,47.48964573037331,0.0,0.0,19.571615979735824,26.14612777746629
2020,202001018,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,16.11390731434706,0.02022863327649742,0.0,67.41645893802139,0.0,0.0,0.020717735203396124,0.0,17.17248143179706,3.799213918548341,345.0811684568573,4.6983959064452705,2.172285208021894,1.7944245965954058,56.111904371435,4.344635544380123,41.60865197929004,0.0,11.286935449227673,16.88063820147177,23.92337566795946
2020,202001019,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,15.475471064986849,6.312936716107192,0.00783174563223412,0.008807938971752628,27.790456185454428,5.115722151164656,15.047612404355391,0.008251818952131349,3.544078059570113,6.83261651371957,1.488415973287553,326.06060045726497,4.166456104075728,2.0394932469482083,1.5314988423044489,51.388724233614575,3.7299228594595797,35.727658228206764,15.28800079785588,9.676789864383641,14.18966058768529,21.700623711914943
2020,202001020,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,10.316980646359745,4.208624505558295,0.005221163754822746,0.005871959314501753,0.0,3.410481434109771,10.031741665619522,0.00550121267110527,2.3627187063800754,4.555077736240071,0.9922773221628526,335.4506187493272,4.183613452319585,2.0483942958018004,1.5680792019832879,48.63512155672697,3.8220332655394795,37.42215145227917,15.277238378278701,10.20247884367826,14.120657471488572,21.782028567971775
2020,202001021,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,5.158490418627103,2.1043122105488985,0.002610581877411373,0.0029359796572508766,9.263485395151475,1.7052407170548856,5.015870738735872,0.0027506062810260753,1.1813593531900377,2.2775388681200357,0.49613865112470085,344.840635411309,4.200770800563442,2.0572953446553925,1.6046595616621269,58.275757357180744,3.9141436716193807,39.11664430144602,15.266475958701525,10.728167911670562,14.05165435529185,21.86343327056627
2020,202001022,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.23065207329074,4.217928108854458,2.0661964099725605,1.6412399213409652,61.71927425576633,4.006254077699282,40.811137525518426,15.255713539124349,11.253856979662864,13.982651239095125,21.944837973160777
2020,202001023,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88,0.0,242.88,0.0,0.0,0.0,0.0,0.0,102.00094460483338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.74920264237971,4.083398101976476,2.018048023278956,1.565674824534304,59.62496492333742,3.83176285496724,39.5335467694236,0.0,10.879512409517526,13.832006384695402,21.301415881543438
2025,20250100,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.1914359432789,3.960570082602882,1.8187483022188535,0.0,62.26712932331064,0.0,40.78142176193788,15.238793126001001,11.510405441838579,13.703285240854923,20.707348193479678
2025,20250101,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.45159154976682,3.798421635280087,1.760337855766972,0.0,60.19173953438393,0.0,0.0,0.0,11.202382611113668,0.0,19.923584347936877
2025,20250102,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.2722788615485,3.711561760738731,1.7342600287516277,0.0,17.37411079506319,0.0,37.84897841993508,14.166111695891884,0.0,13.56860013983081,19.503756859584275
2025,20250103,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.80465602870254,0.0,0.0,0.0,0.0,0.0,36.561372062113655,0.0,9.976800456212422,13.48974892831224,0.0
2025,20250104,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0783084300001,3.5378420116560183,0.0,0.0,0.0,0.0,35.273765704292224,13.492736784612887,9.3640093787618,13.410897716793674,18.664102036341394
2025,20250105,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7468449142319193,0.0,0.0,0.0015824501702978693,4.977767054564611,0.919099850177124,0.8850664409757634,0.0,0.0,0.0,0.0,304.908879908845,3.5635325676882026,1.6853113476263597,0.0,50.77402868959946,0.0,35.54980678508174,13.44648234874874,9.527196081359019,14.105636227205345,18.672603695522085
2025,20250106,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4936896375693784,0.0,0.0,0.0031649002318270975,9.955534109129221,1.838199637180542,1.7701328819515267,0.0,0.0,0.0,0.0,220.10853935848854,0.0,0.0,0.0,50.483838984031465,0.0,35.8258482407768,0.0,9.69038278395624,14.800374737617016,18.68110520124045
2025,20250107,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.240534551801296,0.0,0.0,0.004747350402124967,14.933301163693832,2.757299487357666,2.65519932292729,0.0,0.0,0.0,0.0,288.6746361850848,3.6149136397997306,1.691725244046474,0.0,50.19364927846346,0.0,36.10188932156631,13.353973477020434,9.853569575251141,15.495113248028687,18.689606860421137
2025,20250108,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.225012185515787,0.0,0.0,0.01598539206039197,42.530024735311144,9.28444492186651,8.737353976936959,0.0,0.0,0.0,0.0,333.8847667004002,4.6090322272813955,2.0923970058744903,0.0,58.66571402499343,0.0,43.75110222263405,17.21507765994123,12.087461288093344,18.92980783604529,23.043208326311735
2025,20250109,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027210290007215223,85.13080554834505,15.80395638252552,14.812153142621696,0.0,0.0,0.0,0.0,378.29078992549495,5.593081460172785,2.488356447721194,0.0,66.99796329788984,0.0,51.29975270882122,21.038984038597636,14.293905858422905,22.321340545512108,27.344749540985912
2025,20250110,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.10714349816621,0.0,0.0,0.038411790731500875,65.97518265239069,0.0,0.0,0.0,0.0,0.0,0.0,423.20794118589845,0.0,2.8904464313806595,0.0,75.41523465648693,0.0,58.99704987081539,24.91043179187244,0.0,0.0,31.73095254257833
2025,20250111,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.54099991140538,26.914829848040853,0.0,0.0,0.0,0.0,0.0,437.86846283217415,6.831845159653745,2.9600073121543344,0.0,0.0,0.0,61.03948431156845,0.0,17.41222290112849,26.397999859878894,32.77989160755235
2025,20250112,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.08485233781721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5289844784498,7.067511789446454,0.0,0.0,0.0,0.0,0.0,0.0,18.2937393018545,26.955386758680092,33.8288308259887
2025,20250113,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.91476481123017,0.0,0.0,0.06219736517852726,20.619278753434173,36.12473244970224,0.0,0.0,0.0,0.0,0.0,467.1895061247255,7.303178459192002,3.0991290737016848,0.0,0.0,0.0,65.1243531930746,0.0,0.0,0.0,0.0
2025,20250114,0.0,0.0,485.76,485.76,242.88,242.88,283.36,0.0,283.36,242.88000000000002,0.0,242.88000000000002,0.0,105.8231885226464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02936746550469,0.0,0.0,0.05602771990503641,176.69747889585736,32.54135260435516,30.326207010579452,0.0,0.0,0.0,0.0,240.88603340804548,6.96242335107556,2.9576739789118673,0.0,0.0,0.0,61.19797413254978,26.29048900646292,0.0,26.200042535105638,33.45554493028834
