scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035
,0.0,23789509422.069828,0.06248482788517674,0.06155765279241541,0.06223249548167041,0.06251981405772292,0.0647787290020368
