load_zone,period,Coal,Hydrogen,Solar,Wind,hydro,fuel cells
inside_lvliang,2020,3225.989309047472,0.0,1046.4562499480003,2990.8505594900003,0,0
inside_lvliang,2025,3230.7104601317274,0.0,668.4191098227244,2910.6526223899996,0,0
inside_lvliang,2030,3265.125329291171,0.0,757.4770363527648,2745.18221629,0,0
inside_lvliang,2035,2567.2896029247468,0.0,1817.511571592032,7154.085814786299,0,0
outside_lvliang,2020,0.0,0.0,0,0,0,0
outside_lvliang,2025,0.0,0.0,0,0,0,0
outside_lvliang,2030,0.0,0.0,0,0,0,0
outside_lvliang,2035,0.0,0.0,0,0,0,0
