load_zone,period,Coal,Hydrogen,Wind,Solar,TXPowerNet,CogenZonalOutput
inside_lvliang,2020,22894.69644040595,0,3297.1778604720967,1421.9203401358775,-9642.291446673713,5034.059598718533
inside_lvliang,2025,22928.202230589446,0,4152.7023760278225,642.3385104886837,-9642.291446673711,4924.6111226264575
inside_lvliang,2030,23172.442960164084,0,3272.3130997310545,789.8762595030825,-9642.291446673711,5413.22192033418
inside_lvliang,2035,18219.935189719366,0,7654.394515634822,1756.3992133980223,-9642.291446673711,5017.125320980271
outside_lvliang,2020,0.0,0,0,0,9256.599788806756,0.0
outside_lvliang,2025,0.0,0,0,0,9256.599788806758,0.0
outside_lvliang,2030,0.0,0,0,0,9256.599788806758,0.0
outside_lvliang,2035,0.0,0,0,0,9256.599788806758,0.0
