load_zone,period,timepoint_label,Coal,Hydrogen,Wind,Solar,PV1,PV10,PV11,PV2,PV3,PV4,PV5,PV6,PV7,PV8,PV9,wind1,wind10,wind11,wind2,wind3,wind4,wind5,wind6,wind7,wind8,wind9,curtail_Wind,curtail_Solar,ZoneTotalCentralDispatch,TXPowerNet,CogenZonalOutput,WithdrawFromCentralGrid,RunElectrolyzerMW,LiquefyHydrogenMW,zone_demand_mw,ShiftDemand,RecoveryDemand,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
inside_lvliang,2020,202001010,2611.7609446048336,0,168.9239423272761,411.16166210683497,75.04848204039385,34.10568756648374,0.044491207294380594,0.04313039184129984,136.54338488099165,25.050480213198473,75.96712054903315,0.04323497480808215,18.555175566089616,37.7192963496837,8.041178367017094,76.12523444931048,0.0,0.0,0.0,0.0,0.0,52.884171414438,0.0,15.280796523024677,24.63373994050295,0.0,465.06433000926745,-2.8428648324307915e-14,3191.846549038944,-1102.079712117577,568.5858652605999,2658.0973395670544,0.25536261491317663,0.0,2441.530728,75.68745257,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001011,2611.7609446048336,0,648.0530547774415,445.0127950717808,89.13634241748926,0.0,0.05210250532864054,0.0510198918822898,161.4533667431189,29.6327656094466,89.28918377663105,0.050995765292692695,21.772465284603243,44.07563238196978,9.498920696018326,417.6355925690425,6.136555008631257,2.6497539544950826,2.696210941136015,73.88544807360533,0.0,56.3924505586635,24.430238075804606,16.363937830666472,18.231680018554016,29.631187746842674,13.683442390259586,40.28852572230457,3704.8267944540553,-1099.9648011263644,0.0,2604.606630712778,0.25536261491317663,0.0,2428.718753,0.0,37.843726285,0.0,0.0,0.0,typical
inside_lvliang,2020,202001012,2611.7609446048336,0,27.554252727175736,463.65991742744296,103.2242027945847,46.47136387812541,0.0,0.0,186.36334860524616,0.0,102.61124719237674,0.0,24.989754957109927,0.0,0.0,0.0,6.518944453463879,0.0,0.0,0.0,0.0,0.0,3.588229224101269,17.44707904961059,0.0,0.0,661.9304690834566,95.78106235006655,3102.9751147594525,-1099.9648011263644,575.1193372605999,2577.8742882787756,0.25536261491317663,0.0,2441.246951,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001013,2611.7609446048336,0,215.75997236974177,505.2329228385073,117.3120631716801,52.65420211840675,0.06732510150707678,0.06679889218180703,211.2733304673734,38.79733652829028,0.0,0.06651734626191379,28.207044675623564,56.788304537182476,0.0,145.7243227230947,6.901333898296501,0.0,3.121153128299823,0.0,0.0,0.0,26.932606863775487,0.0,0.0,33.08055575627527,501.4729723451179,128.3477157939088,3332.7538398130823,-1099.9648011263644,236.64607999999996,2469.179756071806,0.25536261491317663,0.0,2338.313229,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001014,2611.7609446048336,0,507.7904941995048,284.043555289632,105.69202166649974,0.0,0.05989087048975375,0.060122054598394384,0.0,34.919375289601525,103.79789353259697,0.0,25.183460637926945,14.330791237918675,0.0,424.0167382176601,6.521647782576733,0.0,0.0,0.0,0.0,60.06288572522855,0.0,17.189222474039397,0.0,0.0,171.71963116265076,284.0347099270945,3403.5949940939704,-1099.9648011263644,141.98764799999998,2445.3624783526934,0.25536261491317663,0.0,2315.758267,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001015,2611.7609446048336,0,81.91976993913836,315.53013634219735,94.07198035221383,0.0,0.0,0.053445217123750395,168.20342001253604,31.04141411408649,0.0,0.0,22.15987664623727,0.0,0.0,0.0,6.1419616269041235,0.0,2.58723512902765,66.98493081820288,6.205642365003711,0.0,0.0,0.0,0.0,0.0,559.8675355845827,187.04575558471896,3009.210850886169,-1099.9648011263644,564.6876412605999,2473.6783284054914,0.25536261491317663,0.0,2342.573377,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001016,2611.7609446048336,0,165.6323925985721,437.07351886966893,82.45193903792791,35.7158484263663,0.045022408565024014,0.04676837954033776,146.6684651270794,27.163452875397745,79.52705938154614,0.04564956759687257,19.136292608540657,37.85221126795204,8.420809789156465,0.4987210844014953,5.762275511184356,0.0,2.3202761051773204,65.55826532068086,5.574060858718707,0.0,20.780093519285252,14.50722670761342,22.26259375799988,28.368879733510806,438.43209361334675,-4.9731052609303106e-14,3214.4668560730747,-1099.9648011263644,414.9035452605999,2529.1502375923974,0.25536261491317663,0.0,2395.105275,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001017,2611.7609446048336,0,457.30912757410556,213.23261326413243,60.12644971361422,25.91487782812643,0.03262552092076072,0.034114899350809386,107.0424620325504,0.0,0.0,0.03318365145466091,13.938887774219456,0.0,6.110011843895678,364.10173808653013,0.0,0.0,0.0,0.0,0.0,47.48964573037331,0.0,0.0,19.571615979735824,26.14612777746629,107.23367334634636,105.3604659769612,3282.3026854430714,-1099.9648011263644,566.6080316245002,2748.690553326294,0.25536261491317663,0.0,2603.009954,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001018,2611.7609446048336,0,507.90241538168397,104.54300797119376,0.0,16.11390731434706,0.02022863327649742,0.0,67.41645893802139,0.0,0.0,0.020717735203396124,0.0,17.17248143179706,3.799213918548341,345.0811684568573,4.6983959064452705,2.172285208021894,1.7944245965954058,56.111904371435,4.344635544380123,41.60865197929004,0.0,11.286935449227673,16.88063820147177,23.92337566795946,17.118698430563118,95.56963193373733,3224.2063679577127,-1099.9648011263644,796.7136965227442,2920.699900739177,0.25536261491317663,0.0,2765.902806,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001019,2611.7609446048336,0,485.4994289337141,81.63220057220187,15.475471064986849,6.312936716107192,0.00783174563223412,0.008807938971752628,27.790456185454428,5.115722151164656,15.047612404355391,0.008251818952131349,3.544078059570113,6.83261651371957,1.488415973287553,326.06060045726497,4.166456104075728,2.0394932469482083,1.5314988423044489,51.388724233614575,3.7299228594595797,35.727658228206764,15.28800079785588,9.676789864383641,14.18966058768529,21.700623711914943,-7.993605777301127e-15,8.881784197001252e-15,3178.892574110749,-1099.9648011263644,807.7295612605999,2886.657334244985,0.0,0.0,2809.352111,-75.68761547,0.0,0.0,0.0,1159.8341398400287,typical
inside_lvliang,2020,202001020,2611.7609446048336,0,494.5124152353948,35.89449635217077,10.316980646359745,4.208624505558295,0.005221163754822746,0.005871959314501753,0.0,3.410481434109771,10.031741665619522,0.00550121267110527,2.3627187063800754,4.555077736240071,0.9922773221628526,335.4506187493272,4.183613452319585,2.0483942958018004,1.5680792019832879,48.63512155672697,3.8220332655394795,37.42215145227917,15.277238378278701,10.20247884367826,14.120657471488572,21.782028567971775,6.197119238670732,18.526970790302954,3142.167856192399,-1099.9648011263644,807.7295612605999,2849.6772537117217,0.25536261491317663,0.0,2736.488167,0.0,-37.843807735,0.0,0.0,0.0,typical
inside_lvliang,2020,202001021,2611.7609446048336,0,515.9196379446662,27.2107335203687,5.158490418627103,2.1043122105488985,0.002610581877411373,0.0029359796572508766,9.263485395151475,1.7052407170548856,5.015870738735872,0.0027506062810260753,1.1813593531900377,2.2775388681200357,0.49613865112470085,344.840635411309,4.200770800563442,2.0572953446553925,1.6046595616621269,58.275757357180744,3.9141436716193807,39.11664430144602,15.266475958701525,10.728167911670562,14.05165435529185,21.86343327056627,0.0,-4.440892098500626e-16,3154.8913160698685,-1091.5051571615136,807.7295612605999,2871.115720168955,0.0,0.0,2718.946587,0.0,0.0,0.0,0.0,98.06455383206787,typical
inside_lvliang,2020,202001022,2611.7609446048336,0,531.1297421034859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.23065207329074,4.217928108854458,2.0661964099725605,1.6412399213409652,61.71927425576633,4.006254077699282,40.811137525518426,15.255713539124349,11.253856979662864,13.982651239095125,21.944837973160777,-4.440892098500626e-15,0.0,3142.8906867083197,-1095.7349791439392,721.1089127062887,2768.0092576557554,0.25536261491317663,0.0,2621.304767,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2020,202001023,2611.7609446048336,0,388.419532815654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.74920264237971,4.083398101976476,2.018048023278956,1.565674824534304,59.62496492333742,3.83176285496724,39.5335467694236,0.0,10.879512409517526,13.832006384695402,21.301415881543438,133.88761998392224,0.0,3000.1804774204875,-1099.9648011263644,722.4058172605999,2622.3661309398103,0.25536261491317663,0.0,2483.380726,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250100,2615.5831885226467,0,533.1791374155234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.1914359432789,3.960570082602882,1.8187483022188535,0.0,62.26712932331064,0.0,40.78142176193788,15.238793126001001,11.510405441838579,13.703285240854923,20.707348193479678,2.886579864025407e-15,0.0,3148.76232593817,-1099.9648011263644,529.6373341072266,2578.179496304119,0.2553626149131794,0.0,2441.535983,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250101,2615.5831885226467,0,288.32805753424833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.45159154976682,3.798421635280087,1.760337855766972,0.0,60.19173953438393,0.0,0.0,0.0,11.202382611113668,0.0,19.923584347936877,228.23066163369697,0.0,2903.911246056895,-1111.3311040713365,767.423888,2559.7486673706444,0.25536261491317663,0.0,2424.081988,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250102,2615.5831885226467,0,447.17965856134407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.2722788615485,3.711561760738731,1.7342600287516277,0.0,17.37411079506319,0.0,37.84897841993508,14.166111695891884,0.0,13.56860013983081,19.503756859584275,50.3647132265783,0.0,3062.7628470839904,-1105.6479525988507,573.6798620051695,2530.5393938753964,0.25536261491317663,0.0,2396.420806,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250103,2615.5831885226467,0,342.8325774753408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.80465602870254,0.0,0.0,0.0,0.0,0.0,36.561372062113655,0.0,9.976800456212422,13.48974892831224,0.0,135.69744683756463,0.0,2958.4157659979874,-1099.9648011263644,638.1402140051696,2496.3358162618797,0.25536261491317663,0.0,2364.030018,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250104,2615.5831885226467,0,385.8216620624581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0783084300001,3.5378420116560183,0.0,0.0,0.0,0.0,35.273765704292224,13.492736784612887,9.3640093787618,13.410897716793674,18.664102036341394,73.69401497523418,0.0,3001.4048505851047,-1099.9648011263644,565.7457820051695,2466.930468848997,0.25536261491317663,0.0,2336.183154,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250105,2615.5831885226467,0,452.2334776516759,9.530360710119714,2.7468449142319193,0.0,0.0,0.0015824501702978693,4.977767054564611,0.919099850177124,0.8850664409757634,0.0,0.0,0.0,0.0,304.908879908845,3.5635325676882026,1.6853113476263597,0.0,50.77402868959946,0.0,35.54980678508174,13.44648234874874,9.527196081359019,14.105636227205345,18.672603695522085,-6.372680161348399e-14,1.1102230246251565e-16,3077.3470268844417,-1099.9648011263644,492.5486236572586,2469.6754868004227,0.25536261491317663,0.0,2338.782686,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250106,2615.5831885226467,0,349.5900893061105,19.060721166062493,5.4936896375693784,0.0,0.0,0.0031649002318270975,9.955534109129221,1.838199637180542,1.7701328819515267,0.0,0.0,0.0,0.0,220.10853935848854,0.0,0.0,0.0,50.483838984031465,0.0,35.8258482407768,0.0,9.69038278395624,14.800374737617016,18.68110520124045,95.3611871741565,0.0,2984.2339989948196,-1099.9648011263644,640.6378300051696,2524.651665258712,0.25536261491317663,0.0,2390.845127,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250107,2615.5831885226467,0,437.6690768296822,28.59108187618221,8.240534551801296,0.0,0.0,0.004747350402124967,14.933301163693832,2.757299487357666,2.65519932292729,0.0,0.0,0.0,0.0,288.6746361850848,3.6149136397997306,1.691725244046474,0.0,50.19364927846346,0.0,36.10188932156631,13.353973477020434,9.853569575251141,15.495113248028687,18.689606860421137,6.661338147750939e-16,4.440892098500626e-16,3081.8433472285114,-1111.3311040713365,742.4191157301782,2712.67599627244,0.25536261491317663,0.0,2493.216553,75.68761547,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250108,2615.5831885226467,0,514.2785672915752,88.79282121169079,28.225012185515787,0.0,0.0,0.01598539206039197,42.530024735311144,9.28444492186651,8.737353976936959,0.0,0.0,0.0,0.0,333.8847667004002,4.6090322272813955,2.0923970058744903,0.0,58.66571402499343,0.0,43.75110222263405,17.21507765994123,12.087461288093344,18.92980783604529,23.043208326311735,-7.105427357601002e-15,7.522706722046205,3218.654577025912,-1105.6479525988507,557.8117020051695,2670.5629638173177,0.25536261491317663,0.0,2491.179319,0.0,37.843807735,0.0,0.0,0.0,typical
inside_lvliang,2025,20250109,2615.5831885226467,0,589.6689238236187,115.77412536349948,0.0,0.0,0.0,0.027210290007215223,85.13080554834505,15.80395638252552,14.812153142621696,0.0,0.0,0.0,0.0,378.29078992549495,5.593081460172785,2.488356447721194,0.0,66.99796329788984,0.0,51.29975270882122,21.038984038597636,14.293905858422905,22.321340545512108,27.344749540985912,-5.46229728115577e-14,48.186648724349986,3321.0262377097656,-1099.9648011263644,444.7940738667828,2665.6001478352696,0.25536261491317663,0.0,2524.32334,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250110,2615.5831885226467,0,617.152056479032,134.12073794128838,68.10714349816621,0.0,0.0,0.038411790731500875,65.97518265239069,0.0,0.0,0.0,0.0,0.0,0.0,423.20794118589845,0.0,2.8904464313806595,0.0,75.41523465648693,0.0,58.99704987081539,24.91043179187244,0.0,0.0,31.73095254257833,48.967498067121106,97.33988068277002,3366.8559829429673,-1099.9648011263644,311.538128,2578.17394720169,0.25536261491317663,0.0,2441.530728,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250111,2615.5831885226467,0,585.2899139841105,129.45582975944623,0.0,0.0,0.0,0.0,102.54099991140538,26.914829848040853,0.0,0.0,0.0,0.0,0.0,437.86846283217415,6.831845159653745,2.9600073121543344,0.0,0.0,0.0,61.03948431156845,0.0,17.41222290112849,26.397999859878894,32.77989160755235,104.88646081375978,150.07373590815337,3330.3289322662026,-1099.9648011263644,334.53616600516955,2564.6449345300957,0.25536261491317663,0.0,2428.718753,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250112,2615.5831885226467,0,538.6744531544196,29.08485233781721,29.08485233781721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5289844784498,7.067511789446454,0.0,0.0,0.0,0.0,0.0,0.0,18.2937393018545,26.955386758680092,33.8288308259887,175.5587417876072,298.51366046547935,3183.342494014884,-1099.9648011263644,494.75195800516957,2577.8742882787756,0.25536261491317663,0.0,2441.246951,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250113,2615.5831885226467,0,542.7161668506938,166.72097337954511,109.91476481123017,0.0,0.0,0.06219736517852726,20.619278753434173,36.12473244970224,0.0,0.0,0.0,0.0,0.0,467.1895061247255,7.303178459192002,3.0991290737016848,0.0,0.0,0.0,65.1243531930746,0.0,0.0,0.0,0.0,195.57384878928883,208.94648646729263,3325.0203287528857,-1111.3311040713365,255.7458940051695,2469.179756071806,0.25536261491317663,0.0,2338.313229,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250114,2615.5831885226467,0,397.95018134243963,338.65043369620173,99.02936746550469,0.0,0.0,0.05602771990503641,176.69747889585736,32.54135260435516,30.326207010579452,0.0,0.0,0.0,0.0,240.88603340804548,6.96242335107556,2.9576739789118673,0.0,0.0,0.0,61.19797413254978,26.29048900646292,0.0,26.200042535105638,33.45554493028834,307.1358379594853,-3.552713678800501e-14,3352.1838035612877,-1105.6479525988507,199.08199000516956,2445.3624783526934,0.25536261491317663,0.0,2315.758267,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250115,2615.5831885226467,0,159.72105665512854,301.6334079508101,88.14397011977924,0.0,0.0,0.04985807474031422,157.5499383445982,28.957972822181794,26.931668589510615,0.0,0.0,0.0,0.0,0.0,0.0,2.8162188676584745,0.0,74.74593130271514,0.0,57.271595072024965,0.0,0.0,24.887311412729968,0.0,512.1609682991109,-3.197442310920451e-14,3076.937653128585,-1099.9648011263644,496.9608390181839,2473.6783284054914,0.25536261491317663,0.0,2342.573377,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250116,2615.5831885226467,0,453.88256934938227,87.41668545647664,0.0,0.0,0.0,0.0,62.04209241646822,25.37459304000842,0.0,0.0,0.0,0.0,0.0,414.88880589525263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.41918299929774,23.57458045483189,0.0,184.79545971303838,177.1996967489419,3156.8824433285054,-1099.9648011263644,472.48795800516956,2529.1502375923974,0.25536261491317663,0.0,2395.105275,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250117,2615.5831885226467,0,578.1390512365076,91.94031130324635,56.35391702774523,0.0,0.0,0.0,0.0,18.47684587991887,17.109548395582237,0.0,0.0,0.0,0.0,386.40656289577777,5.682325600434961,2.4774652982585703,0.0,64.39188021268585,0.0,47.45053783299322,20.425916701145233,13.772559783670102,20.360476129488543,17.171326782053256,10.968162229750323,100.67675929207171,3285.6625510624012,-1099.9648011263644,563.2481660051694,2748.690553326294,0.25536261491317663,0.0,2603.009954,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250118,2615.5831885226467,0,539.5363996536379,120.61775918048271,35.449261472331145,0.0,0.0,0.019936187387613876,62.88749617395,11.579098783003023,10.681966563810931,0.0,0.0,0.0,0.0,357.9243215263834,5.083737986121562,2.280166823648483,0.0,59.634599158782294,0.0,41.55585965448629,18.1175228104359,12.125936568042459,17.146371804145197,25.667883321592242,0.0,-7.105427357601002e-15,3275.7373473567663,-1099.9648011263644,745.1827171236878,2920.699900739177,0.25536261491317663,0.0,2765.902806,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250119,2615.5831885226467,0,489.9655844971452,48.61844751147041,14.5446057260226,0.0,0.0,0.008060066239240486,25.13004536425548,4.681351622913469,4.25438473203962,0.0,0.0,0.0,0.0,329.4420785269085,4.485150371808165,2.0828683490383963,0.0,54.87731810487874,0.0,35.66118185088491,15.809128919726563,10.47931326371714,13.93226747880185,23.196277631380894,-4.440892098500626e-16,4.440892098500626e-15,3154.167220531262,-1065.865892291447,798.3560060051698,2886.657334244985,0.0,0.0,2809.352111,-75.68761547,0.0,0.0,0.0,317.2488630187731,typical
inside_lvliang,2025,20250120,2615.5831885226467,0,515.4503800964187,32.41229842751183,9.696403944611376,0.0,0.0,0.005373377456570778,16.75336357617032,3.120901060884411,2.8362564683891547,0.0,0.0,0.0,0.0,347.88920866484403,4.418389253605881,2.033768647530046,0.0,58.72418159137302,0.0,38.46448672729384,16.1096796086824,11.028359180675,13.893162604330708,22.889143818083905,3.552713678800501e-15,4.440892098500626e-16,3163.4458670465774,-1082.9153467089059,769.4020959889622,2849.6772537117217,0.25536261491317663,0.0,2736.488167,0.0,-37.843807735,0.0,0.0,0.0,typical
inside_lvliang,2025,20250121,2615.5831885226467,0,540.9351774926496,16.20614927485304,4.848201972305688,0.0,0.0,0.00268668878266971,8.37668178808516,1.560450562029059,1.4181282636504662,0.0,0.0,0.0,0.0,366.33634043286,4.3516281354035975,1.9846689295581192,0.0,62.57104541466978,0.0,41.267791603702776,16.410230297638236,11.57740509763286,13.854057729859573,22.582009851324592,-8.881784197001252e-16,-1.9984014443252818e-15,3172.724515290149,-1099.9648011263644,798.3560060051695,2871.115720168955,0.0,0.0,2718.946587,0.0,0.0,0.0,0.0,597.6105924427555,typical
inside_lvliang,2025,20250122,2615.5831885226467,0,539.8602300366944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.78347057079554,0.0,1.935569228049769,0.0,66.41790890116405,0.0,44.07109648011172,16.710780986594074,12.126451014590721,13.81495285538843,0.0,26.55974309518176,0.0,3155.4434185593414,-1099.9648011263644,712.786002837692,2768.0092576557554,0.25536261491317663,0.0,2621.304767,0.0,0.0,0.0,0.0,0.0,typical
inside_lvliang,2025,20250123,2615.5831885226467,0,529.4250201532712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.987452441997,4.1227185698785185,1.8771587651343113,0.0,64.34251911223734,0.0,42.4262591210248,15.974787100470625,11.81842818386581,0.0,14.87569685866265,20.374534464182624,0.0,3145.008208675918,-1099.9648011263644,577.5780860051696,2622.3661309398103,0.25536261491317663,0.0,2483.380726,0.0,0.0,0.0,0.0,0.0,typical
